claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,item_ungrounded,dropped_item,claim_period,claim_prd_se,period_span_start,period_span_end,period_aggregation,raw_measurement_period,period_alignment_status,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,in_ready,mapping_exclusion_code,mapping_exclusion_reason,mapping_gate,mapping_gate_reason,enrichment_actions,scope_gate_code,scope_gate_reason,scope_gate_severity,scope_gate_blocked
A2332-SPACF88E3DA3,A2332-SPACF88E3DA3-m1,A2332,반려동물 치료비 100만원 넘어...양육비 月 19만원,45837.0,https://www.chosun.com/economy/money/2025/06/29/LORCAVRLEVHSXPE2Z3EVNIBHF4,반려동물보험 가입률은 12.8%에 그쳤다.,평균 치료비는 102만7000원으로 집계돼 2023년 조사(57만7000원)의 약 2배로 올랐다.,반려동물보험 대중화를 위해 해결돼야 할 과제로는 ‘진료비 표준수가제 도입’(46.1%) 등이 지목됐다.,국내공식통계,Y,보건·복지,반려동물보험 가입률,"반려동물, 보험, 가입률",-,-,-,,-,-,-,2025,-,Y,확정,12.8%,KOSIS_VALUE,hcx,반려동물보험 가입률,-,2025,Y,hcx,현재값,12.8,-,-,N,%,비중,-,전년,반려동물보험 가입률은 12.8%에 그쳤다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,반려동물보험 가입률,,N,,2025,Y,,,,2025,,%,%,rate,level,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2335-SP264A54BFC4,A2335-SP264A54BFC4-m1,A2335,5월 생산·투자 2달째 동반 감소... 소비도 3달째 반등 못해,45838.0,https://www.chosun.com/economy/economy_general/2025/06/30/2IZSHTWSWNEJ5FGXOMCGGEDVW4,건설 경기가 얼어붙으면서 건축·토목 분야 건설 실적을 뜻하는 ‘ 건설기성 ’도 전달보다 3.9% 줄어 3달 연속 마이너스를 기록했다.,이런 경우는 주력 수출 품목인 반도체 부진으로 수출 감소세가 본격화한 2022년 12월~2023년 1월 이후 처음이다.,건축(-4.6%)과 토목(-2.0%) 분야에서 몯 공사 실적이 줄었다.,국내공식통계,Y,생산·산업,건설기성,"건축, 토목, 건설 경기, 건설 실적",-,-,-,,-,-,-,202305,-,M,확정,3.9%,KOSIS_VALUE,hcx,건설기성,-,202305,M,hcx,현재값,3.9,-,-,N,%,수준값,감소,전월,건설 경기가 얼어붙으면서 건축·토목 분야 건설 실적을 뜻하는 ‘건설기성’도 전달보다 3.9% 줄어 3달 연속 마이너스를 기록했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,건설기성,,N,,202305,M,,,,202305,,%,%,rate,level,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2284-SPA2999CC2B6,A2284-SPA2999CC2B6-m3,A2284,"광업·제조업 생산 늘어난 경북과 울산, 실질 지역내총생산 증가율 1·2위, 대구와 세종은 꼴찌 수준",45834.0,https://www.chosun.com/economy/economy_general/2025/06/26/6JB2D4IQQZHCFKGAPHZLSUQ7OY,"올해 1분기(1~3월) 경북과 울산의 실질 지역내총생산(GRDP) 증가율이 전국 17개 시도 중 1, 2위를 기록했다.",-,광업과 제조업의 생산이 늘어난 것이 이들의 성장률을 끌어올렸다는 분석이다.,국내공식통계,Y,생산·산업,전국 시도 수,"경북, 울산, 광업, 제조업, 생산, 실질 지역내총생산, 증가율",-,-,-,,-,-,-,202503,-,M,확정,17개,KOSIS_VALUE,hcx,전국 시도 수,-,2025Q1,Q,hcx,현재값,17,-,-,N,개,수준값,증가,-,"올해 1분기(1~3월) 경북과 울산의 실질 지역내총생산(GRDP) 증가율이 전국 17개 시도 중 1, 2위를 기록했다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,실질 지역내총생산(GRDP) 증가율,,N,,2025Q1,Q,202501,202503,sum,2025Q1,,개,개,count,count,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2284-SP78D965205F,A2284-SP78D965205F-m1,A2284,"광업·제조업 생산 늘어난 경북과 울산, 실질 지역내총생산 증가율 1·2위, 대구와 세종은 꼴찌 수준",45834.0,https://www.chosun.com/economy/economy_general/2025/06/26/6JB2D4IQQZHCFKGAPHZLSUQ7OY,"2025년 1/4분기 실질 지역내총생산(잠정)‘에 따르면, 경북, 울산 등 7개 시도의 실질 지역내총생산은 전년 동기 대비 증가했지만, 대구와 세종 등 10개 시도는 감소하며 지역별 편차가 컸다.","‘지역내총생산’이란 특정 지역 내에서 생산된 모든 재화와 서비스의 가치를 시장가격으로 평가한 합계액으로, 지역 경제 규모와 성장률을 비교할 수 있는 수치다. 통계청이 26일 발표한 ’","실질 지역내총생산 성장률은 경북(1.6%), 울산(1.4%), 서울(1.0%) 순으로 높았다.",국내공식통계,Y,생산·산업,증가한 시도 수,"광업, 제조업, 생산, 경북, 울산, 실질 지역내총생산, 대구, 세종",-,-,-,,-,-,-,202501,-,Q,확정,7개,KOSIS_VALUE,hcx,증가한 시도 수,-,2025Q1,Q,hcx,현재값,7,-,-,N,개,수준값,증가,전년동기,"2025년 1/4분기 실질 지역내총생산(잠정)‘에 따르면, 경북, 울산 등 7개 시도의 실질 지역내총생산은 전년 동기 대비 증가했지만, 대구와 세종 등 10개 시도는 감소하며 지역별 편차가 컸다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,실질 지역내총생산 증가율,,N,,2025Q1,Q,,,,2025Q1,,개,개,count,count,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2284-SP78D965205F,A2284-SP78D965205F-m2,A2284,"광업·제조업 생산 늘어난 경북과 울산, 실질 지역내총생산 증가율 1·2위, 대구와 세종은 꼴찌 수준",45834.0,https://www.chosun.com/economy/economy_general/2025/06/26/6JB2D4IQQZHCFKGAPHZLSUQ7OY,"2025년 1/4분기 실질 지역내총생산(잠정)‘에 따르면, 경북, 울산 등 7개 시도의 실질 지역내총생산은 전년 동기 대비 증가했지만, 대구와 세종 등 10개 시도는 감소하며 지역별 편차가 컸다.","‘지역내총생산’이란 특정 지역 내에서 생산된 모든 재화와 서비스의 가치를 시장가격으로 평가한 합계액으로, 지역 경제 규모와 성장률을 비교할 수 있는 수치다. 통계청이 26일 발표한 ’","실질 지역내총생산 성장률은 경북(1.6%), 울산(1.4%), 서울(1.0%) 순으로 높았다.",국내공식통계,Y,생산·산업,감소한 시도 수,"광업, 제조업, 생산, 경북, 울산, 실질 지역내총생산, 대구, 세종",-,-,-,,-,-,-,202501,-,Q,확정,10개,KOSIS_VALUE,hcx,감소한 시도 수,-,2025Q1,Q,hcx,현재값,10,-,-,N,개,수준값,증가,전년동기,"2025년 1/4분기 실질 지역내총생산(잠정)‘에 따르면, 경북, 울산 등 7개 시도의 실질 지역내총생산은 전년 동기 대비 증가했지만, 대구와 세종 등 10개 시도는 감소하며 지역별 편차가 컸다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,실질 지역내총생산 증가율,,N,,2025Q1,Q,,,,2025Q1,,개,개,count,count,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2284-SPCBEB52F561,A2284-SPCBEB52F561-m1,A2284,"광업·제조업 생산 늘어난 경북과 울산, 실질 지역내총생산 증가율 1·2위, 대구와 세종은 꼴찌 수준",45834.0,https://www.chosun.com/economy/economy_general/2025/06/26/6JB2D4IQQZHCFKGAPHZLSUQ7OY,"실질 지역내총생산 성장률은 경북(1.6%), 울산(1.4%), 서울(1.0%) 순으로 높았다.","2025년 1/4분기 실질 지역내총생산(잠정)‘에 따르면, 경북, 울산 등 7개 시도의 실질 지역내총생산은 전년 동기 대비 증가했지만, 대구와 세종 등 10개 시도는 감소하며 지역별 편차가 컸다.",경북과 울산은 광업과 제조업에서의 생산이 성장률을 견인했다.,국내공식통계,Y,생산·산업,실질 지역내총생산 성장률,"광업, 제조업, 생산, 경북, 울산, 실질 지역내총생산, 증가율",-,-,-,경북,-,-,-,2025,-,Q,확정,경북(1.6%),KOSIS_VALUE,hcx,실질 지역내총생산 성장률,경북,2025Q1,Q,hcx,현재값,1.6,-,-,N,%,비중,증가,전년동기,"실질 지역내총생산 성장률은 경북(1.6%), 울산(1.4%), 서울(1.0%) 순으로 높았다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,실질 지역내총생산 성장률,,N,,2025Q1,Q,,,,2025Q1,,%,%,rate,level,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2284-SPCBEB52F561,A2284-SPCBEB52F561-m2,A2284,"광업·제조업 생산 늘어난 경북과 울산, 실질 지역내총생산 증가율 1·2위, 대구와 세종은 꼴찌 수준",45834.0,https://www.chosun.com/economy/economy_general/2025/06/26/6JB2D4IQQZHCFKGAPHZLSUQ7OY,"실질 지역내총생산 성장률은 경북(1.6%), 울산(1.4%), 서울(1.0%) 순으로 높았다.","2025년 1/4분기 실질 지역내총생산(잠정)‘에 따르면, 경북, 울산 등 7개 시도의 실질 지역내총생산은 전년 동기 대비 증가했지만, 대구와 세종 등 10개 시도는 감소하며 지역별 편차가 컸다.",경북과 울산은 광업과 제조업에서의 생산이 성장률을 견인했다.,국내공식통계,Y,생산·산업,실질 지역내총생산 성장률,"광업, 제조업, 생산, 경북, 울산, 실질 지역내총생산, 증가율",-,-,-,울산,-,-,-,2025,-,Q,확정,울산(1.4%),KOSIS_VALUE,hcx,실질 지역내총생산 성장률,울산,2025Q1,Q,hcx,현재값,1.4,-,-,N,%,비중,증가,전년동기,"실질 지역내총생산 성장률은 경북(1.6%), 울산(1.4%), 서울(1.0%) 순으로 높았다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,실질 지역내총생산 성장률,,N,,2025Q1,Q,,,,2025Q1,,%,%,rate,level,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2284-SPCBEB52F561,A2284-SPCBEB52F561-m3,A2284,"광업·제조업 생산 늘어난 경북과 울산, 실질 지역내총생산 증가율 1·2위, 대구와 세종은 꼴찌 수준",45834.0,https://www.chosun.com/economy/economy_general/2025/06/26/6JB2D4IQQZHCFKGAPHZLSUQ7OY,"실질 지역내총생산 성장률은 경북(1.6%), 울산(1.4%), 서울(1.0%) 순으로 높았다.","2025년 1/4분기 실질 지역내총생산(잠정)‘에 따르면, 경북, 울산 등 7개 시도의 실질 지역내총생산은 전년 동기 대비 증가했지만, 대구와 세종 등 10개 시도는 감소하며 지역별 편차가 컸다.",경북과 울산은 광업과 제조업에서의 생산이 성장률을 견인했다.,국내공식통계,Y,생산·산업,실질 지역내총생산 성장률,"광업, 제조업, 생산, 경북, 울산, 실질 지역내총생산, 증가율",-,-,-,서울,-,-,-,2025,-,Q,확정,서울(1.0%),KOSIS_VALUE,hcx,실질 지역내총생산 성장률,서울,2025Q1,Q,hcx,현재값,1,-,-,N,%,비중,증가,전년동기,"실질 지역내총생산 성장률은 경북(1.6%), 울산(1.4%), 서울(1.0%) 순으로 높았다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,실질 지역내총생산 성장률,,N,,2025Q1,Q,,,,2025Q1,,%,%,rate,level,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2284-SP683FF32200,A2284-SP683FF32200-m5,A2284,"광업·제조업 생산 늘어난 경북과 울산, 실질 지역내총생산 증가율 1·2위, 대구와 세종은 꼴찌 수준",45834.0,https://www.chosun.com/economy/economy_general/2025/06/26/6JB2D4IQQZHCFKGAPHZLSUQ7OY,"올해 1분기 전국 건설업 성장률은 전년 동기 대비 -12.4%였다. 특히 대구(-24.3%), 광주(-18.5%), 세종(-19.4%) 등 8개 광역지자체의 건설업 성장률은 전국 평균 건설업 성장률보다 크게 낮은 것으로 집계됐다.",특히 전국과 지방의 건설 경기 불황을 나타내는 지표도 나왔다.,통계청은 그동안 ‘연도별’ 지역내총생산(GRDP) 지표를 발표해왔지만 최근 분기별 GRDP 지표 개발을 완료해 이번부터 공개했다.,국내공식통계,Y,생산·산업,광역지자체 수,"전국, 대구, 광주, 세종, 건설업",-,-,-,,-,-,-,2025,-,Q,확정,등 8개,KOSIS_VALUE,hcx,광역지자체 수,-,2025Q1,Q,hcx,현재값,8,-,-,N,개,수준값,-,-,"올해 1분기 전국 건설업 성장률은 전년 동기 대비 -12.4%였다. 특히 대구(-24.3%), 광주(-18.5%), 세종(-19.4%) 등 8개 광역지자체의 건설업 성장률은 전국 평균 건설업 성장률보다 크게 낮은 것으로 집계됐다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,건설업 성장률,,N,,2025Q1,Q,,,,2025Q1,,개,개,count,count,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2284-SP64E617070D,A2284-SP64E617070D-m4,A2284,"광업·제조업 생산 늘어난 경북과 울산, 실질 지역내총생산 증가율 1·2위, 대구와 세종은 꼴찌 수준",45834.0,https://www.chosun.com/economy/economy_general/2025/06/26/6JB2D4IQQZHCFKGAPHZLSUQ7OY,"특히 대구(-24.3%), 광주(-18.5%), 세종(-19.4%) 등 8개 광역지자체의 건설업 성장률은 전국 평균 건설업 성장률보다 크게 낮은 것으로 집계됐다.",올해 1분기 전국 건설업 성장률은 전년 동기 대비 -12.4%였다.,통계청은 그동안 ‘연도별’ 지역내총생산(GRDP) 지표를 발표해왔지만 최근 분기별 GRDP 지표 개발을 완료해 이번부터 공개했다.,국내공식통계,Y,생산·산업,광역지자체 수,"전국, 건설업, 성장률, 대구, 광주, 세종",-,-,-,,-,-,-,2025,-,Q,확정,8개,KOSIS_VALUE,hcx,광역지자체 수,-,2025Q1,Q,hcx,현재값,8,-,-,N,개,수준값,-,-,"특히 대구(-24.3%), 광주(-18.5%), 세종(-19.4%) 등 8개 광역지자체의 건설업 성장률은 전국 평균 건설업 성장률보다 크게 낮은 것으로 집계됐다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,건설업 성장률,,N,,2025Q1,Q,,,,2025Q1,,개,개,count,count,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2666-SP91F468293F,A2666-SP91F468293F-m1,A2666,"다 비싸졌다… 월세 상승률 10년래 최고, 물가도 껑충",45965.0,https://www.chosun.com/economy/economy_general/2025/11/04/LTSPY3AKDFGO3PYENJYCXAAWAU/,"3일 국토교통부의 주택 통계에 따르면, 9월 전국 전월세 거래 23만745건 중 월세 비율은 65%(15만670건)를 차지했다.","월세, 외식 물가 등이 크게 올라 생활비 부담이 커지는 것은 비정규직 근로자 등 서민의 생활고를 가중시키는 요인으로 꼽힌다.",정부가 6월 부동산 대출 규제를 발표한 이후 갭투자(전세를 낀 주택 매입) 수요가 줄어 신규 전세 공급이 줄면서 전세의 월세화가 가속화됐기 때문이다.,국내공식통계,Y,부동산,전월세 거래 건수,"국토교통부, 주택 통계, 전월세 거래, 월세 비율",-,-,-,,-,-,-,202309,-,M,확정,23만745건,KOSIS_VALUE,hcx,전월세 거래 건수,-,202309,M,hcx,현재값,230745,-,-,N,건,수준값,-,-,"3일 국토교통부의 주택 통계에 따르면, 9월 전국 전월세 거래 23만745건 중 월세 비율은 65%(15만670건)를 차지했다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,전월세 거래 비율,,N,,202309,M,,,,202309,,건,건,count,count,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2666-SP91F468293F,A2666-SP91F468293F-m3,A2666,"다 비싸졌다… 월세 상승률 10년래 최고, 물가도 껑충",45965.0,https://www.chosun.com/economy/economy_general/2025/11/04/LTSPY3AKDFGO3PYENJYCXAAWAU/,"3일 국토교통부의 주택 통계에 따르면, 9월 전국 전월세 거래 23만745건 중 월세 비율은 65%(15만670건)를 차지했다.","월세, 외식 물가 등이 크게 올라 생활비 부담이 커지는 것은 비정규직 근로자 등 서민의 생활고를 가중시키는 요인으로 꼽힌다.",정부가 6월 부동산 대출 규제를 발표한 이후 갭투자(전세를 낀 주택 매입) 수요가 줄어 신규 전세 공급이 줄면서 전세의 월세화가 가속화됐기 때문이다.,국내공식통계,Y,부동산,월세 거래 건수,"국토교통부, 주택 통계, 전월세 거래, 월세 비율",-,-,-,,-,-,-,202309,-,M,확정,15만670건,KOSIS_VALUE,hcx,월세 거래 건수,-,202309,M,hcx,현재값,150670,-,-,N,건,수준값,-,-,"3일 국토교통부의 주택 통계에 따르면, 9월 전국 전월세 거래 23만745건 중 월세 비율은 65%(15만670건)를 차지했다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,전월세 거래 비율,,N,,202309,M,,,,202309,,건,건,count,count,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0956-SPE2BEDF44CB,A0956-SPE2BEDF44CB-m1,A0956,국내 휘발유값 9주만 1600원대로,45731.0,https://www.chosun.com/economy/industry-company/2025/03/15/ZMO5TXY5D5EMLDMQ2KD43O6NU4,"가격이 가장 높은 지역은 제주도로 직전 주보다 10.1원 하락한 1758.9원이었으며, 가격이 가장 낮은 대구는 전주 대비 18.9원 하락한 1664.5원이었다.",15일 한국석유공사 유가정보시스템 오피넷에 따르면 3월 둘째 주(9~13일) 전국 주유소 휘발유 평균 판매가는 L(리터)당 1699.9원으로 그 전주 대비 L당 15.9원 하락했다.,경유의 경우 평균 판매 가격은 전주 대비 16.6원 낮은 1565.3원을 기록했다.,국내공식통계,Y,물가,제주도 휘발유 평균 판매가 변화,"휘발유, 주유소, 평균 판매가, 제주도, 대구",-,-,-,제주도,-,-,-,202503,-,M,확정,10.1원,KOSIS_VALUE,hcx,제주도 휘발유 평균 판매가 변화,제주도,2025년 3월 둘째 주(9~13일),M,hcx,현재값,10.1,-,-,N,원,증감량,감소,전년동월,"가격이 가장 높은 지역은 제주도로 직전 주보다 10.1원 하락한 1758.9원이었으며, 가격이 가장 낮은 대구는 전주 대비 18.9원 하락한 1664.5원이었다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,휘발유 평균 판매가,,N,,2025년 3월 둘째 주(9~13일),M,,,,2025년 3월 둘째 주(9~13일),,원,원,currency,absolute_change,item,202403,Y,Y,,,READY,ELIGIBLE,,,,,N
A0956-SPE2BEDF44CB,A0956-SPE2BEDF44CB-m2,A0956,국내 휘발유값 9주만 1600원대로,45731.0,https://www.chosun.com/economy/industry-company/2025/03/15/ZMO5TXY5D5EMLDMQ2KD43O6NU4,"가격이 가장 높은 지역은 제주도로 직전 주보다 10.1원 하락한 1758.9원이었으며, 가격이 가장 낮은 대구는 전주 대비 18.9원 하락한 1664.5원이었다.",15일 한국석유공사 유가정보시스템 오피넷에 따르면 3월 둘째 주(9~13일) 전국 주유소 휘발유 평균 판매가는 L(리터)당 1699.9원으로 그 전주 대비 L당 15.9원 하락했다.,경유의 경우 평균 판매 가격은 전주 대비 16.6원 낮은 1565.3원을 기록했다.,국내공식통계,Y,물가,제주도 휘발유 평균 판매가,"휘발유, 주유소, 평균 판매가, 제주도, 대구",-,-,-,제주도,-,-,-,202503,-,M,확정,1758.9원,KOSIS_VALUE,hcx,제주도 휘발유 평균 판매가,제주도,2025년 3월 둘째 주(9~13일),M,hcx,현재값,1758.9,-,-,N,원,수준값,감소,전년동월,"가격이 가장 높은 지역은 제주도로 직전 주보다 10.1원 하락한 1758.9원이었으며, 가격이 가장 낮은 대구는 전주 대비 18.9원 하락한 1664.5원이었다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,휘발유 평균 판매가,,N,,2025년 3월 둘째 주(9~13일),M,,,,2025년 3월 둘째 주(9~13일),,원,원,currency,amount,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0956-SPE2BEDF44CB,A0956-SPE2BEDF44CB-m3,A0956,국내 휘발유값 9주만 1600원대로,45731.0,https://www.chosun.com/economy/industry-company/2025/03/15/ZMO5TXY5D5EMLDMQ2KD43O6NU4,"가격이 가장 높은 지역은 제주도로 직전 주보다 10.1원 하락한 1758.9원이었으며, 가격이 가장 낮은 대구는 전주 대비 18.9원 하락한 1664.5원이었다.",15일 한국석유공사 유가정보시스템 오피넷에 따르면 3월 둘째 주(9~13일) 전국 주유소 휘발유 평균 판매가는 L(리터)당 1699.9원으로 그 전주 대비 L당 15.9원 하락했다.,경유의 경우 평균 판매 가격은 전주 대비 16.6원 낮은 1565.3원을 기록했다.,국내공식통계,Y,물가,대구 휘발유 평균 판매가 변화,"휘발유, 주유소, 평균 판매가, 제주도, 대구",-,-,-,대구,-,-,-,202503,-,M,확정,18.9원,KOSIS_VALUE,hcx,대구 휘발유 평균 판매가 변화,대구,2025년 3월 둘째 주(9~13일),M,hcx,현재값,18.9,-,-,N,원,증감량,감소,전년동월,"가격이 가장 높은 지역은 제주도로 직전 주보다 10.1원 하락한 1758.9원이었으며, 가격이 가장 낮은 대구는 전주 대비 18.9원 하락한 1664.5원이었다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,휘발유 평균 판매가,,N,,2025년 3월 둘째 주(9~13일),M,,,,2025년 3월 둘째 주(9~13일),,원,원,currency,absolute_change,item,202403,Y,Y,,,READY,ELIGIBLE,,,,,N
A0956-SPE2BEDF44CB,A0956-SPE2BEDF44CB-m4,A0956,국내 휘발유값 9주만 1600원대로,45731.0,https://www.chosun.com/economy/industry-company/2025/03/15/ZMO5TXY5D5EMLDMQ2KD43O6NU4,"가격이 가장 높은 지역은 제주도로 직전 주보다 10.1원 하락한 1758.9원이었으며, 가격이 가장 낮은 대구는 전주 대비 18.9원 하락한 1664.5원이었다.",15일 한국석유공사 유가정보시스템 오피넷에 따르면 3월 둘째 주(9~13일) 전국 주유소 휘발유 평균 판매가는 L(리터)당 1699.9원으로 그 전주 대비 L당 15.9원 하락했다.,경유의 경우 평균 판매 가격은 전주 대비 16.6원 낮은 1565.3원을 기록했다.,국내공식통계,Y,물가,대구 휘발유 평균 판매가,"휘발유, 주유소, 평균 판매가, 제주도, 대구",-,-,-,대구,-,-,-,202503,-,M,확정,1664.5원,KOSIS_VALUE,hcx,대구 휘발유 평균 판매가,대구,2025년 3월 둘째 주(9~13일),M,hcx,현재값,1664.5,-,-,N,원,수준값,감소,전년동월,"가격이 가장 높은 지역은 제주도로 직전 주보다 10.1원 하락한 1758.9원이었으며, 가격이 가장 낮은 대구는 전주 대비 18.9원 하락한 1664.5원이었다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,휘발유 평균 판매가,,N,,2025년 3월 둘째 주(9~13일),M,,,,2025년 3월 둘째 주(9~13일),,원,원,currency,amount,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0956-SP35BCBD782A,A0956-SP35BCBD782A-m1,A0956,국내 휘발유값 9주만 1600원대로,45731.0,https://www.chosun.com/economy/industry-company/2025/03/15/ZMO5TXY5D5EMLDMQ2KD43O6NU4,경유의 경우 평균 판매 가격은 전주 대비 16.6원 낮은 1565.3원을 기록했다.,"가격이 가장 높은 지역은 제주도로 직전 주보다 10.1원 하락한 1758.9원이었으며, 가격이 가장 낮은 대구는 전주 대비 18.9원 하락한 1664.5원이었다.",원유 가격 역시 하락세여서 앞으로 이런 추세가 국내에도 더 이어질 전망이다.,국내공식통계,Y,물가,경유 평균 판매 가격 증감,"휘발유값, 경유, 평균 판매 가격, 전주 대비",-,-,-,,-,-,-,2025,-,Q,확정,16.6원,KOSIS_VALUE,hcx,경유 평균 판매 가격 증감,-,2025-03-09~2025-03-13,Q,hcx,현재값,16.6,-,-,N,원,증감량,감소,전월,경유의 경우 평균 판매 가격은 전주 대비 16.6원 낮은 1565.3원을 기록했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,경유 평균 판매 가격,,N,,2025-03-09~2025-03-13,Q,,,,2025-03-09~2025-03-13,,원,원,currency,absolute_change,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0956-SP35BCBD782A,A0956-SP35BCBD782A-m2,A0956,국내 휘발유값 9주만 1600원대로,45731.0,https://www.chosun.com/economy/industry-company/2025/03/15/ZMO5TXY5D5EMLDMQ2KD43O6NU4,경유의 경우 평균 판매 가격은 전주 대비 16.6원 낮은 1565.3원을 기록했다.,"가격이 가장 높은 지역은 제주도로 직전 주보다 10.1원 하락한 1758.9원이었으며, 가격이 가장 낮은 대구는 전주 대비 18.9원 하락한 1664.5원이었다.",원유 가격 역시 하락세여서 앞으로 이런 추세가 국내에도 더 이어질 전망이다.,국내공식통계,Y,물가,경유 평균 판매 가격,"휘발유값, 경유, 평균 판매 가격, 전주 대비",-,-,-,,-,-,-,2025,-,Q,확정,1565.3원,KOSIS_VALUE,hcx,경유 평균 판매 가격,-,2025-03-09~2025-03-13,Q,hcx,현재값,1565.3,-,-,N,원,수준값,감소,전월,경유의 경우 평균 판매 가격은 전주 대비 16.6원 낮은 1565.3원을 기록했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,경유 평균 판매 가격,,N,,2025-03-09~2025-03-13,Q,,,,2025-03-09~2025-03-13,,원,원,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A1341-SP1D18743548,A1341-SP1D18743548-m2,A1341,고물가·관세 전쟁… 숙박·음식점업 22개월째 역대 최장 불황,45761.0,https://www.chosun.com/economy/economy_general/2025/04/14/WW7RNH5ORBEYPOK2PSGO5P6PBQ,"이 업종 취업자의 전년 동기 대비 감소 폭은 작년 2분기(2000명), 3분기(4만5000명), 4분기(8만9000명) 등으로 확대되는 추세를 보였다가, 올해 1분기에 감소 폭이 다소 줄었지만 감소세는 여전한 상황이다.",도소매와 숙박음식점업 취업자 수는 지난해 1분기에 전년 동기 대비 5000명 감소한 이후 5분기(1년 3개월) 연속으로 감소하고 있다.,이 같은 감소세는 코로나 확산기였던 2020년 1분기~2021년 4분기 동안 8분기 연속 하락한 이후 가장 긴 것이다.,국내공식통계,Y,고용,숙박·음식점업 취업자 수 변화,"숙박, 음식점업, 취업자, 감소, 불황",-,-,-,숙박·음식점업,-,-,-,2023,-,Q,확정,작년 3분기(4만5000명),KOSIS_VALUE,hcx,숙박·음식점업 취업자 수 변화,숙박·음식점업,2023Q3,Q,hcx,현재값,45000,-,-,N,명,수준값,감소,전분기,"이 업종 취업자의 전년 동기 대비 감소 폭은 작년 2분기(2000명), 3분기(4만5000명), 4분기(8만9000명) 등으로 확대되는 추세를 보였다가, 올해 1분기에 감소 폭이 다소 줄었지만 감소세는 여전한 상황이다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-12,숙박·음식점업 취업자 수,숙박·음식점업,N,,2024Q1,Q,,,,2023Q3,,명,명,person_count,count,person,,Y,Y,,,READY,ELIGIBLE,,,,,N
