claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,claim_period,claim_prd_se,raw_measurement_period,period_alignment_status,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,in_ready,mapping_exclusion_code,mapping_exclusion_reason,mapping_gate,mapping_gate_reason,enrichment_actions
A0031-SP041EDC0971,A0031-SP041EDC0971-m2,A0031,"추락하는 성장률, 내수 살려 떠받친다",2025-01-03,https://www.chosun.com/economy/economy_general/2025/01/03/FS5OTJUQ7RC5JIPD2GEHE7U47Q,반도체 등 주력 수출 업종의 경쟁 심화와 이달 20일 출범하는 트럼프 정부의 관세 장벽 강화 등으로 수출 증가율은 작년 8.2%에서 올해 1.5%로 쪼그라들 것으로 봤다.,"정부는 ‘대내외 불확실성 확대’를 올해 경제 여건으로 규정하고, 민생경제회복과 대외신인도 관리, 통상 환경 불확실성 대응, 산업 경쟁력 강화 등 4대 방향을 중심으로 경제정책을 추진하기로 했다.","최 권한대행은 “경제 여건 전반을 1분기 중 재점검하고, 필요시 추가 경기 보강 방안을 강구하겠다”며 추가경정예산 편성 가능성을 시사했다.",국내공식통계,N,무역,수출 증가율,"반도체, 수출 업종, 경쟁 심화, 관세 장벽",-,-,-,반도체,-,-,-,2025,-,Y,확정,1.5%,KOSIS_VALUE,hcx,수출 증가율,반도체,2025,Y,hcx,증감률,1.5,-,-,N,%,증감률,증가,전년,반도체 등 주력 수출 업종의 경쟁 심화와 이달 20일 출범하는 트럼프 정부의 관세 장벽 강화 등으로 수출 증가율은 작년 8.2%에서 올해 1.5%로 쪼그라들 것으로 봤다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출 증가율,반도체,2025,Y,2025,,%,%,rate,rate_change,item,2024,Y,Y,,,READY,ELIGIBLE,
A0032-SPE5B9DB1B51,A0032-SPE5B9DB1B51-m1,A0032,수의직 7급→6급 높여도… “공무원 안 하죠”,2025-01-03,https://www.chosun.com/economy/economy_general/2025/01/03/TAEI2K7JCBBI5FCC7FT5WEJMRE,전남도는 지난해 ‘6급’ 수의직을 6명 뽑겠다고 발표했다.,-,기존엔 7급으로 선발하던 자리다.,국내공식통계,N,고용,수의직 채용 인원,"수의직, 6급, 전남도, 채용, 공무원",전남도,-,-,,-,-,-,2024,-,Y,확정,6명,KOSIS_VALUE,hcx,수의직 채용 인원,-,2024,Y,hcx,현재값,6,-,-,N,명,수준값,-,전년,전남도는 지난해 '6급' 수의직을 6명 뽑겠다고 발표했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수의직 채용 인원,,2024,Y,2024,,명,명,person_count,count,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0032-SP20DAAC123D,A0032-SP20DAAC123D-m2,A0032,수의직 7급→6급 높여도… “공무원 안 하죠”,2025-01-03,https://www.chosun.com/economy/economy_general/2025/01/03/TAEI2K7JCBBI5FCC7FT5WEJMRE,지난해 9월엔 전국 지자체 중 최초로 수의직을 6급으로 선발한 강원도도 총 18명을 뽑겠다고 했다가 15명만 충원하기도 했다.,"가축방역관은 축산 농가에서 키우는 소, 돼지, 닭들이 전염병에 걸리지 않도록 예방하고, 전염병이 발생하면 대응하는 업무를 맡는다.",가축방역관으로 일할 수의사 지원자를 찾기 어렵자 수의직이 아닌 축산직이나 농업직이 업무를 대체하기도 한다.,국내공식통계,N,고용,수의직 공무원 선발 인원,"수의직, 공무원, 선발 인원",강원도,-,-,,-,-,-,202409,-,M,확정,15명,KOSIS_VALUE,hcx,수의직 공무원 선발 인원,-,2024-09,M,hcx,현재값,15,-,-,N,명,수준값,-,특정시점,지난해 9월엔 전국 지자체 중 최초로 수의직을 6급으로 선발한 강원도도 총 18명을 뽑겠다고 했다가 15명만 충원하기도 했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수의직 공무원 선발 인원,,2024-09,M,2024-09,,명,명,person_count,count,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0032-SP3AB46EE845,A0032-SP3AB46EE845-m1,A0032,수의직 7급→6급 높여도… “공무원 안 하죠”,2025-01-03,https://www.chosun.com/economy/economy_general/2025/01/03/TAEI2K7JCBBI5FCC7FT5WEJMRE,"지난해 9월 전국 가축방역관 정원은 1061명으로, 두 달 전 정원(1214명)보다 100명 넘게 줄어들었다.",가축방역관으로 일할 수의사 지원자를 찾기 어렵자 수의직이 아닌 축산직이나 농업직이 업무를 대체하기도 한다.,농식품부 관계자는 “지역에 가보면 축산직이 담당 팀장으로 있는 경우가 부지기수”라고 했다.,국내공식통계,N,보건·복지,가축방역관 정원,"가축방역관, 정원, 수의사, 축산직, 농업직",-,-,-,,-,-,-,202409,-,M,확정,1061명,KOSIS_VALUE,hcx,가축방역관 정원,-,2024-09,M,hcx,현재값,1061,-,-,N,명,수준값,-,전월,"지난해 9월 전국 가축방역관 정원은 1061명으로, 두 달 전 정원(1214명)보다 100명 넘게 줄어들었다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,가축방역관 정원,,2024-09,M,2024-09,,명,명,person_count,count,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0032-SP3AB46EE845,A0032-SP3AB46EE845-m3,A0032,수의직 7급→6급 높여도… “공무원 안 하죠”,2025-01-03,https://www.chosun.com/economy/economy_general/2025/01/03/TAEI2K7JCBBI5FCC7FT5WEJMRE,"지난해 9월 전국 가축방역관 정원은 1061명으로, 두 달 전 정원(1214명)보다 100명 넘게 줄어들었다.",가축방역관으로 일할 수의사 지원자를 찾기 어렵자 수의직이 아닌 축산직이나 농업직이 업무를 대체하기도 한다.,농식품부 관계자는 “지역에 가보면 축산직이 담당 팀장으로 있는 경우가 부지기수”라고 했다.,국내공식통계,N,보건·복지,가축방역관 정원 감소폭,"가축방역관, 정원, 수의사, 축산직, 농업직",-,-,-,,-,-,-,202409,-,M,확정,100명,KOSIS_VALUE,hcx,가축방역관 정원 감소폭,-,2024-09,M,hcx,증감값,100,-,-,N,명,증감량,감소,전월,"지난해 9월 전국 가축방역관 정원은 1061명으로, 두 달 전 정원(1214명)보다 100명 넘게 줄어들었다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,가축방역관 정원,,2024-09,M,2024-09,,명,명,person_count,absolute_change,unspecified,202408,Y,Y,,,READY,ELIGIBLE,
A0041-SPE65565BE92,A0041-SPE65565BE92-m1,A0041,치솟는 환율에 식품 물가도 급등,2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/7SPGFC4RFZEDLDPFTQHVDM2K2E,지난해 12월부터 달러 대비 원화 환율이 1400원 선을 넘는 고환율이 장기화하면서 해외에서 수입해 오는 식품 원재료 가격이 치솟은 탓이다.,환율 상승으로 주요 먹거리와 생활필수품 가격이 줄줄이 오르면서 장바구니 물가에 빨간 경보등이 켜졌다.,지난해 말 상승한 국제 곡물 가격도 3~4개월 시차를 두고 국내 식품 물가에 반영될 가능성이 높다.,국내공식통계,N,물가,달러 대비 원화 환율,"환율, 식품, 물가, 가격, 수입",-,-,-,,-,-,-,2024,-,Q,확정,1400원,KOSIS_VALUE,hcx,달러 대비 원화 환율,-,2024Q4,Q,hcx,현재값,1400,-,-,N,원,수준값,-,전년동기,지난해 12월부터 달러 대비 원화 환율이 1400원 선을 넘는 고환율이 장기화하면서 해외에서 수입해 오는 식품 원재료 가격이 치솟은 탓이다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,달러 대비 원화 환율,,2024Q4,Q,2024Q4,,원,원,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0041-SPF140502152,A0041-SPF140502152-m1,A0041,치솟는 환율에 식품 물가도 급등,2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/7SPGFC4RFZEDLDPFTQHVDM2K2E,"3일 한국소비자원이 전국 대형마트와 편의점 500여 곳을 조사해 발표하는 ‘생필품 가격 보고서’에 따르면, 지난달 20일 기준 초콜릿·카레·커피 등 주요 가공식품 175개 품목 가운데 121개(69%) 품목의 평균 가격이 1년 전보다 오른 것으로 나타났다.",지난해 말 상승한 국제 곡물 가격도 3~4개월 시차를 두고 국내 식품 물가에 반영될 가능성이 높다.,"175개 품목의 평균 물가 상승폭은 3.9%로, 지난해 연간 소비자물가지수 상승폭(2.3%)을 뛰어넘었다.",국내공식통계,N,물가,품목 수,"환율, 식품, 물가, 가격, 상승폭",-,-,-,,-,-,-,202501,-,M,확정,175개,KOSIS_VALUE,hcx,품목 수,-,202501,M,hcx,현재값,175,-,-,N,개,수준값,증가,전년동기,"3일 한국소비자원이 전국 대형마트와 편의점 500여 곳을 조사해 발표하는 ‘생필품 가격 보고서’에 따르면, 지난달 20일 기준 초콜릿·카레·커피 등 주요 가공식품 175개 품목 가운데 121개(69%) 품목의 평균 가격이 1년 전보다 오른 것으로 나타났다.",high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,v1.6-early-kosis-context,2026-07-30,평균 물가 상승폭,,202501,M,202501,,개,개,count,count,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0041-SPF140502152,A0041-SPF140502152-m2,A0041,치솟는 환율에 식품 물가도 급등,2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/7SPGFC4RFZEDLDPFTQHVDM2K2E,"3일 한국소비자원이 전국 대형마트와 편의점 500여 곳을 조사해 발표하는 ‘생필품 가격 보고서’에 따르면, 지난달 20일 기준 초콜릿·카레·커피 등 주요 가공식품 175개 품목 가운데 121개(69%) 품목의 평균 가격이 1년 전보다 오른 것으로 나타났다.",지난해 말 상승한 국제 곡물 가격도 3~4개월 시차를 두고 국내 식품 물가에 반영될 가능성이 높다.,"175개 품목의 평균 물가 상승폭은 3.9%로, 지난해 연간 소비자물가지수 상승폭(2.3%)을 뛰어넘었다.",국내공식통계,N,물가,상승 품목 수,"환율, 식품, 물가, 가격, 상승폭",-,-,-,,-,-,-,202501,-,M,확정,121개,KOSIS_VALUE,hcx,상승 품목 수,-,202501,M,hcx,현재값,121,-,-,N,개,수준값,증가,전년동기,"3일 한국소비자원이 전국 대형마트와 편의점 500여 곳을 조사해 발표하는 ‘생필품 가격 보고서’에 따르면, 지난달 20일 기준 초콜릿·카레·커피 등 주요 가공식품 175개 품목 가운데 121개(69%) 품목의 평균 가격이 1년 전보다 오른 것으로 나타났다.",high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,v1.6-early-kosis-context,2026-07-30,평균 물가 상승폭,,202501,M,202501,,개,개,count,count,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0041-SPF140502152,A0041-SPF140502152-m3,A0041,치솟는 환율에 식품 물가도 급등,2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/7SPGFC4RFZEDLDPFTQHVDM2K2E,"3일 한국소비자원이 전국 대형마트와 편의점 500여 곳을 조사해 발표하는 ‘생필품 가격 보고서’에 따르면, 지난달 20일 기준 초콜릿·카레·커피 등 주요 가공식품 175개 품목 가운데 121개(69%) 품목의 평균 가격이 1년 전보다 오른 것으로 나타났다.",지난해 말 상승한 국제 곡물 가격도 3~4개월 시차를 두고 국내 식품 물가에 반영될 가능성이 높다.,"175개 품목의 평균 물가 상승폭은 3.9%로, 지난해 연간 소비자물가지수 상승폭(2.3%)을 뛰어넘었다.",국내공식통계,N,물가,상승 품목 비율,"환율, 식품, 물가, 가격, 상승폭",-,-,-,,-,-,-,202501,-,M,확정,69%,KOSIS_VALUE,hcx,상승 품목 비율,-,202501,M,hcx,증감률,69,-,-,N,%,증감률,증가,전년동기,"3일 한국소비자원이 전국 대형마트와 편의점 500여 곳을 조사해 발표하는 ‘생필품 가격 보고서’에 따르면, 지난달 20일 기준 초콜릿·카레·커피 등 주요 가공식품 175개 품목 가운데 121개(69%) 품목의 평균 가격이 1년 전보다 오른 것으로 나타났다.",high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,v1.6-early-kosis-context,2026-07-30,평균 물가 상승폭,,202501,M,202501,,%,%,rate,rate_change,unspecified,202401,Y,Y,,,READY,ELIGIBLE,
A0041-SP87530E5592,A0041-SP87530E5592-m1,A0041,치솟는 환율에 식품 물가도 급등,2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/7SPGFC4RFZEDLDPFTQHVDM2K2E,"175개 품목의 평균 물가 상승폭은 3.9%로, 지난해 연간 소비자물가지수 상승폭(2.3%)을 뛰어넘었다.","3일 한국소비자원이 전국 대형마트와 편의점 500여 곳을 조사해 발표하는 ‘생필품 가격 보고서’에 따르면, 지난달 20일 기준 초콜릿·카레·커피 등 주요 가공식품 175개 품목 가운데 121개(69%) 품목의 평균 가격이 1년 전보다 오른 것으로 나타났다.","주요 가공식품 가운데 초콜릿(핫브레이크 미니·33.6%), 커피(맥심 티오피 마스터 라떼·32.3%), 카레(청정원 카레여왕 비프카레·25.5%) 등 원재료를 해외 수입에 의존하는 품목들의 가격이 크게 올랐다.",국내공식통계,N,물가,품목 수,"환율, 식품, 물가, 가격, 소비자물가지수",-,-,-,,-,-,-,202501,-,M,확정,175개,KOSIS_VALUE,hcx,품목 수,-,202501,M,hcx,현재값,175,-,-,N,개,수준값,증가,전년,"175개 품목의 평균 물가 상승폭은 3.9%로, 지난해 연간 소비자물가지수 상승폭(2.3%)을 뛰어넘었다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,평균 물가 상승폭,,202501,M,202501,,개,개,count,count,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0041-SP87530E5592,A0041-SP87530E5592-m2,A0041,치솟는 환율에 식품 물가도 급등,2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/7SPGFC4RFZEDLDPFTQHVDM2K2E,"175개 품목의 평균 물가 상승폭은 3.9%로, 지난해 연간 소비자물가지수 상승폭(2.3%)을 뛰어넘었다.","3일 한국소비자원이 전국 대형마트와 편의점 500여 곳을 조사해 발표하는 ‘생필품 가격 보고서’에 따르면, 지난달 20일 기준 초콜릿·카레·커피 등 주요 가공식품 175개 품목 가운데 121개(69%) 품목의 평균 가격이 1년 전보다 오른 것으로 나타났다.","주요 가공식품 가운데 초콜릿(핫브레이크 미니·33.6%), 커피(맥심 티오피 마스터 라떼·32.3%), 카레(청정원 카레여왕 비프카레·25.5%) 등 원재료를 해외 수입에 의존하는 품목들의 가격이 크게 올랐다.",국내공식통계,N,물가,평균 물가 상승폭,"환율, 식품, 물가, 가격, 소비자물가지수",-,-,-,,-,-,-,202501,-,M,확정,3.9%,KOSIS_VALUE,hcx,평균 물가 상승폭,-,202501,M,hcx,증감률,3.9,-,-,N,%,증감률,증가,전년,"175개 품목의 평균 물가 상승폭은 3.9%로, 지난해 연간 소비자물가지수 상승폭(2.3%)을 뛰어넘었다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,평균 물가 상승폭,,202501,M,202501,,%,%,rate,rate_change,unspecified,202401,Y,Y,,,READY,ELIGIBLE,
A0041-SP87530E5592,A0041-SP87530E5592-m3,A0041,치솟는 환율에 식품 물가도 급등,2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/7SPGFC4RFZEDLDPFTQHVDM2K2E,"175개 품목의 평균 물가 상승폭은 3.9%로, 지난해 연간 소비자물가지수 상승폭(2.3%)을 뛰어넘었다.","3일 한국소비자원이 전국 대형마트와 편의점 500여 곳을 조사해 발표하는 ‘생필품 가격 보고서’에 따르면, 지난달 20일 기준 초콜릿·카레·커피 등 주요 가공식품 175개 품목 가운데 121개(69%) 품목의 평균 가격이 1년 전보다 오른 것으로 나타났다.","주요 가공식품 가운데 초콜릿(핫브레이크 미니·33.6%), 커피(맥심 티오피 마스터 라떼·32.3%), 카레(청정원 카레여왕 비프카레·25.5%) 등 원재료를 해외 수입에 의존하는 품목들의 가격이 크게 올랐다.",국내공식통계,N,물가,지난해 연간 소비자물가지수 상승폭,"환율, 식품, 물가, 가격, 소비자물가지수",-,-,-,,-,-,-,2024,-,Y,확정,2.3%,KOSIS_VALUE,hcx,지난해 연간 소비자물가지수 상승폭,-,202401,Y,hcx,증감률,2.3,-,-,N,%,증감률,증가,전년,"175개 품목의 평균 물가 상승폭은 3.9%로, 지난해 연간 소비자물가지수 상승폭(2.3%)을 뛰어넘었다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,평균 물가 상승폭,,202501,M,202401,,%,%,rate,rate_change,unspecified,2023,Y,Y,,,READY,ELIGIBLE,
A0041-SP33BA270147,A0041-SP33BA270147-m1,A0041,치솟는 환율에 식품 물가도 급등,2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/7SPGFC4RFZEDLDPFTQHVDM2K2E,"지난해 11월 1일 1378원이던 환율은 미 대선에서 도널드 트럼프 전 대통령의 재선이 확정된 6일 1399.3원으로 뛰었고, 비상계엄과 탄핵소추 등 정국 혼란이 이어진 12월에는 1470원 선까지 치솟았다.","환율이 오르면 코코아와 설탕, 밀 등 원재료를 외국에서 수입해 올 때 더 많은 원화를 써야 하기 때문에 가공식품이나 외식 가격이 오르게 된다.",안동현 서울대 경제학부 교수는 “정부가 선제적인 재정 투입으로 환율발(發) 물가 상승을 억제해야 한다”고 했다.,국내공식통계,N,물가,달러 대비 원화 환율,"환율, 물가, 상승, 식품",-,-,-,,-,-,-,202411,-,M,확정,1378원,KOSIS_VALUE,hcx,달러 대비 원화 환율,-,2024-11-01,M,hcx,현재값,1378,-,-,N,원,수준값,감소,전년,"[검증 대상 문장] 지난해 11월 1일 1378원이던 환율은 미 대선에서 도널드 트럼프 전 대통령의 재선이 확정된 6일 1399.3원으로 뛰었고, 비상계엄과 탄핵소추 등 정국 혼란이 이어진 12월에는 1470원 선까지 치솟았다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,달러 대비 원화 환율,,2024,M,2024-11-01,,원,원,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0041-SP33BA270147,A0041-SP33BA270147-m2,A0041,치솟는 환율에 식품 물가도 급등,2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/7SPGFC4RFZEDLDPFTQHVDM2K2E,"지난해 11월 1일 1378원이던 환율은 미 대선에서 도널드 트럼프 전 대통령의 재선이 확정된 6일 1399.3원으로 뛰었고, 비상계엄과 탄핵소추 등 정국 혼란이 이어진 12월에는 1470원 선까지 치솟았다.","환율이 오르면 코코아와 설탕, 밀 등 원재료를 외국에서 수입해 올 때 더 많은 원화를 써야 하기 때문에 가공식품이나 외식 가격이 오르게 된다.",안동현 서울대 경제학부 교수는 “정부가 선제적인 재정 투입으로 환율발(發) 물가 상승을 억제해야 한다”고 했다.,국내공식통계,N,물가,달러 대비 원화 환율,"환율, 물가, 상승, 식품",-,-,-,,-,-,-,202411,-,M,확정,1399.3원,KOSIS_VALUE,hcx,달러 대비 원화 환율,-,2024-11-06,M,hcx,현재값,1399.3,-,-,N,원,수준값,증가,전년,"[검증 대상 문장] 지난해 11월 1일 1378원이던 환율은 미 대선에서 도널드 트럼프 전 대통령의 재선이 확정된 6일 1399.3원으로 뛰었고, 비상계엄과 탄핵소추 등 정국 혼란이 이어진 12월에는 1470원 선까지 치솟았다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,달러 대비 원화 환율,,2024,M,2024-11-06,,원,원,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0041-SP33BA270147,A0041-SP33BA270147-m3,A0041,치솟는 환율에 식품 물가도 급등,2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/7SPGFC4RFZEDLDPFTQHVDM2K2E,"지난해 11월 1일 1378원이던 환율은 미 대선에서 도널드 트럼프 전 대통령의 재선이 확정된 6일 1399.3원으로 뛰었고, 비상계엄과 탄핵소추 등 정국 혼란이 이어진 12월에는 1470원 선까지 치솟았다.","환율이 오르면 코코아와 설탕, 밀 등 원재료를 외국에서 수입해 올 때 더 많은 원화를 써야 하기 때문에 가공식품이나 외식 가격이 오르게 된다.",안동현 서울대 경제학부 교수는 “정부가 선제적인 재정 투입으로 환율발(發) 물가 상승을 억제해야 한다”고 했다.,국내공식통계,N,물가,달러 대비 원화 환율,"환율, 물가, 상승, 식품",-,-,-,,-,-,-,202412,-,M,확정,1470원,KOSIS_VALUE,hcx,달러 대비 원화 환율,-,2024-12,M,hcx,현재값,1470,-,-,N,원,수준값,증가,전년,"[검증 대상 문장] 지난해 11월 1일 1378원이던 환율은 미 대선에서 도널드 트럼프 전 대통령의 재선이 확정된 6일 1399.3원으로 뛰었고, 비상계엄과 탄핵소추 등 정국 혼란이 이어진 12월에는 1470원 선까지 치솟았다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,달러 대비 원화 환율,,2024,M,2024-12,,원,원,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0041-SPB90618BE6D,A0041-SPB90618BE6D-m2,A0041,치솟는 환율에 식품 물가도 급등,2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/7SPGFC4RFZEDLDPFTQHVDM2K2E,"편의점 업계에 따르면 동아오츠카의 포카리스웨트와 데미소다 캔은 1600원에서 1700원으로 100원씩, 오리온의 다이제 초코는 2500원에서 2800원으로 12% 올랐다.","유통 업계 관계자는 “지난해 내내 원부자재 가격, 인건비 등으로 원가 압박이 쌓이고 있었다”며 “그동안 눈치 보느라 가격을 올리지 못했던 기업들도 우르르 가격 인상 대열에 합류하고 있다”고 말했다.","크리넥스 각티슈(150매)는 5650원에서 5950원으로, 참그린 세제는 3900원에서 4500원으로 600원(15.3%)이나 올랐다.",국내공식통계,N,물가,편의점 판매가,"포카리스웨트, 데미소다, 다이제 초코, 크리넥스 각티슈, 참그린 세제",-,-,-,"포카리스웨트, 데미소다",-,-,-,202501,-,M,확정,1700원,KOSIS_VALUE,hcx,편의점 판매가,"포카리스웨트, 데미소다",202501,M,hcx,현재값,1700,-,-,N,원,수준값,증가,전년,"편의점 업계에 따르면 동아오츠카의 포카리스웨트와 데미소다 캔은 1600원에서 1700원으로 100원씩, 오리온의 다이제 초코는 2500원에서 2800원으로 12% 올랐다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,편의점 판매가,"음료, 과자, 생활용품",202501,M,202501,,원,원,currency,amount,item,,Y,Y,,,READY,ELIGIBLE,
A0041-SPB90618BE6D,A0041-SPB90618BE6D-m3,A0041,치솟는 환율에 식품 물가도 급등,2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/7SPGFC4RFZEDLDPFTQHVDM2K2E,"편의점 업계에 따르면 동아오츠카의 포카리스웨트와 데미소다 캔은 1600원에서 1700원으로 100원씩, 오리온의 다이제 초코는 2500원에서 2800원으로 12% 올랐다.","유통 업계 관계자는 “지난해 내내 원부자재 가격, 인건비 등으로 원가 압박이 쌓이고 있었다”며 “그동안 눈치 보느라 가격을 올리지 못했던 기업들도 우르르 가격 인상 대열에 합류하고 있다”고 말했다.","크리넥스 각티슈(150매)는 5650원에서 5950원으로, 참그린 세제는 3900원에서 4500원으로 600원(15.3%)이나 올랐다.",국내공식통계,N,물가,편의점 판매가,"포카리스웨트, 데미소다, 다이제 초코, 크리넥스 각티슈, 참그린 세제",-,-,-,"포카리스웨트, 데미소다",-,-,-,202501,-,M,확정,100원,KOSIS_VALUE,hcx,편의점 판매가,"포카리스웨트, 데미소다",202501,M,hcx,증감값,100,-,-,N,원,증감량,증가,전년,"편의점 업계에 따르면 동아오츠카의 포카리스웨트와 데미소다 캔은 1600원에서 1700원으로 100원씩, 오리온의 다이제 초코는 2500원에서 2800원으로 12% 올랐다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,편의점 판매가,"음료, 과자, 생활용품",202501,M,202501,,원,원,currency,absolute_change,item,202401,Y,Y,,,READY,ELIGIBLE,
A0041-SPB90618BE6D,A0041-SPB90618BE6D-m5,A0041,치솟는 환율에 식품 물가도 급등,2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/7SPGFC4RFZEDLDPFTQHVDM2K2E,"편의점 업계에 따르면 동아오츠카의 포카리스웨트와 데미소다 캔은 1600원에서 1700원으로 100원씩, 오리온의 다이제 초코는 2500원에서 2800원으로 12% 올랐다.","유통 업계 관계자는 “지난해 내내 원부자재 가격, 인건비 등으로 원가 압박이 쌓이고 있었다”며 “그동안 눈치 보느라 가격을 올리지 못했던 기업들도 우르르 가격 인상 대열에 합류하고 있다”고 말했다.","크리넥스 각티슈(150매)는 5650원에서 5950원으로, 참그린 세제는 3900원에서 4500원으로 600원(15.3%)이나 올랐다.",국내공식통계,N,물가,편의점 판매가,"포카리스웨트, 데미소다, 다이제 초코, 크리넥스 각티슈, 참그린 세제",-,-,-,다이제 초코,-,-,-,202501,-,M,확정,2800원,KOSIS_VALUE,hcx,편의점 판매가,다이제 초코,202501,M,hcx,현재값,2800,-,-,N,원,수준값,증가,전년,"편의점 업계에 따르면 동아오츠카의 포카리스웨트와 데미소다 캔은 1600원에서 1700원으로 100원씩, 오리온의 다이제 초코는 2500원에서 2800원으로 12% 올랐다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,편의점 판매가,"음료, 과자, 생활용품",202501,M,202501,,원,원,currency,amount,item,,Y,Y,,,READY,ELIGIBLE,
A0041-SPB90618BE6D,A0041-SPB90618BE6D-m6,A0041,치솟는 환율에 식품 물가도 급등,2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/7SPGFC4RFZEDLDPFTQHVDM2K2E,"편의점 업계에 따르면 동아오츠카의 포카리스웨트와 데미소다 캔은 1600원에서 1700원으로 100원씩, 오리온의 다이제 초코는 2500원에서 2800원으로 12% 올랐다.","유통 업계 관계자는 “지난해 내내 원부자재 가격, 인건비 등으로 원가 압박이 쌓이고 있었다”며 “그동안 눈치 보느라 가격을 올리지 못했던 기업들도 우르르 가격 인상 대열에 합류하고 있다”고 말했다.","크리넥스 각티슈(150매)는 5650원에서 5950원으로, 참그린 세제는 3900원에서 4500원으로 600원(15.3%)이나 올랐다.",국내공식통계,N,물가,편의점 판매가,"포카리스웨트, 데미소다, 다이제 초코, 크리넥스 각티슈, 참그린 세제",-,-,-,다이제 초코,-,-,-,202501,-,M,확정,12%,KOSIS_VALUE,hcx,편의점 판매가,다이제 초코,202501,M,hcx,증감률,12,-,-,N,%,증감률,증가,전년,"편의점 업계에 따르면 동아오츠카의 포카리스웨트와 데미소다 캔은 1600원에서 1700원으로 100원씩, 오리온의 다이제 초코는 2500원에서 2800원으로 12% 올랐다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,편의점 판매가,"음료, 과자, 생활용품",202501,M,202501,,%,%,rate,rate_change,item,202401,Y,Y,,,READY,ELIGIBLE,
