claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,prev_prev_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,claim_period,claim_prd_se,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,mapping_exclusion_code,mapping_exclusion_reason
A0018-C008,A0018-C008-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,작년 수출이 역대 최대 실적을 달성한 것은 4개월 연속 둔화세를 보이던 수출이 지난달 선방했기 때문이다.,무역수지는 반도체 수출 부진 여파로 2022·2023년 2년 연속 적자를 봤다가 작년에 3년 만에 다시 흑자로 돌아섰다.,국내공식통계,Y,무역,수출액,"반도체, 수출, 무역수지, 흑자",-,-,-,반도체,-,-,-,2024,-,Y,확정,613억8000만달러,KOSIS_VALUE,hcx,수출액,반도체,2024,Y,hcx,현재값,61380000000,-,-,N,달러,수준값,증가,전년,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출액,반도체,2024,Y,달러,달러,currency,amount,item,,Y,,
A0018-C008,A0018-C008-m2,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,작년 수출이 역대 최대 실적을 달성한 것은 4개월 연속 둔화세를 보이던 수출이 지난달 선방했기 때문이다.,무역수지는 반도체 수출 부진 여파로 2022·2023년 2년 연속 적자를 봤다가 작년에 3년 만에 다시 흑자로 돌아섰다.,국내공식통계,Y,무역,수출 증가율,"반도체, 수출, 무역수지, 흑자",-,-,-,반도체,-,-,-,2024,-,Y,확정,6.6%,KOSIS_VALUE,hcx,수출 증가율,반도체,2024,Y,hcx,현재값,6.6,-,-,N,%,증감률,증가,전월,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출액,반도체,2024,Y,%,%,rate,rate_change,item,,Y,,
A0018-C008,A0018-C008-m4,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,작년 수출이 역대 최대 실적을 달성한 것은 4개월 연속 둔화세를 보이던 수출이 지난달 선방했기 때문이다.,무역수지는 반도체 수출 부진 여파로 2022·2023년 2년 연속 적자를 봤다가 작년에 3년 만에 다시 흑자로 돌아섰다.,국내공식통계,Y,무역,수출 증가율,"반도체, 수출, 무역수지, 흑자",-,-,-,반도체,-,-,-,2024,-,Y,확정,1.4%,KOSIS_VALUE,hcx,수출 증가율,반도체,2024,Y,hcx,참고값,1.4,-,-,N,%,증감률,증가,전월,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출액,반도체,2024,Y,%,%,rate,rate_change,item,,Y,,
A0018-C010,A0018-C010-m2,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,수출 증가율은 작년 8월(10.9%)부터 11월까지 꺾이다가 지난달 들어 반도체 수출이 31.5% 불어나며 오름세로 돌아섰다.,지난달 수출액은 월간 기준으로 역대 최고치다.,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,국내공식통계,Y,무역,수출 증가율,"반도체, 수출액, 수출 증가율",-,-,-,반도체,-,-,-,2024,-,M,확정,31.5%,KOSIS_VALUE,hcx,수출 증가율,반도체,2024,M,hcx,증감률,31.5,-,-,N,%,증감률,증가,전년동월,수출 증가율은 작년 8월(10.9%)부터 11월까지 꺾이다가 지난달 들어 반도체 수출이 31.5% 불어나며 오름세로 돌아섰다.,high,Y,measurement_binding_fallback:1;measurement_period_ungrounded:1,N,0,1,HCX-007,v1.6-prev2-context,2026-07-30,수출액,반도체,2024,M,%,%,rate,rate_change,item,2023,Y,,
A0020-C018,A0020-C018-m2,A0020,채용·인력배치 로봇 혁명… “관리·설계직 더 뽑고 야근도 확 줄어”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/A7CI5RF3WNDZ3IYINXCYLMBVS4,2016년 135명이던 직원은 현재는 120명 정도다.,3300여㎡(1000평)가량 공장을 증축했다.,그 과정에서 직원 수는 줄었지만 생산량은 더 늘었다.,국내공식통계,N,고용,직원 수,"채용, 인력배치, 로봇, 관리, 설계직, 야근",-,-,-,,-,-,-,2016,-,Y,확정,135명,KOSIS_VALUE,hcx,직원 수,-,2016,Y,hcx,이전값,135,-,-,N,명,수준값,-,전년,"""2016년 135명이던 직원은 현재는 120명 정도다.""",high,Y,measurement_binding_fallback:1;measurement_period_ungrounded:1,N,0,1,HCX-007,v1.6-prev2-context,2026-07-30,직원 수,,2025,Y,명,명,person_count,count,unspecified,,Y,,
A0020-C023,A0020-C023-m1,A0020,채용·인력배치 로봇 혁명… “관리·설계직 더 뽑고 야근도 확 줄어”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/A7CI5RF3WNDZ3IYINXCYLMBVS4,한국로봇산업진흥원에 따르면 로봇화에 뛰어든 우리 기업은 2524곳(2023년 기준)으로 2019년보다 13%가량 증가했다.,기업들의 로봇 도입과 신기술 투자는 늘어나는 추세다.,로봇 한 대를 들여놓으면 직원 10명 몫을 하니 인력을 더 뽑지 않아도 생산량을 늘릴 방법을 찾을 수 있게 됐다는 뜻이다.,국내공식통계,N,고용,로봇화에 뛰어든 기업 수,"로봇, 기업, 고용",-,-,-,,-,-,-,2019,-,Y,확정,13%가량,KOSIS_VALUE,hcx,로봇화에 뛰어든 기업 수,-,2019,Y,hcx,증감률,13,-,-,Y,%,증감률,증가,전년,한국로봇산업진흥원에 따르면 로봇화에 뛰어든 우리 기업은 2524곳(2023년 기준)으로 2019년보다 13%가량 증가했다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,로봇화에 뛰어든 기업 수,,2023,Y,%,%,rate,rate_change,organization,2018,Y,,
A0020-C028,A0020-C028-m1,A0020,채용·인력배치 로봇 혁명… “관리·설계직 더 뽑고 야근도 확 줄어”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/A7CI5RF3WNDZ3IYINXCYLMBVS4,"작년 한국산업단지공단이 경남 창원 산단을 중심으로 실시한 조사에 따르면, 이곳 중소제조업체의 40.7%는 “자금 조달이 어렵다”고 대답했다.","로봇화에 뒤처질수록 인건비에 허덕여 매출과 생산율을 올리기 쉽지 않고, 로봇 투자는 더 어려워지는 악순환을 겪는다는 설명이다.","경남 창원의 자동차 부품 업체를 운영하는 하모(58)씨는 “로봇화를 위해 몇억원씩 하는 자금을 조달하는 게 영세기업 입장에선 쉽지 않고, 정부 지원을 받으려고 해도 어느 정도 스마트 공장을 구축한 곳이 먼저 되기 때문에 디지털 전환율이 낮을수록 로봇화는 더 어렵다”고 말했다.",국내공식통계,N,고용,중소제조업체 자금 조달 어려움 비율,"한국산업단지공단, 경남 창원 산단, 중소제조업체, 자금 조달",-,-,-,,-,-,-,2024,-,Y,확정,40.7%,KOSIS_VALUE,hcx,중소제조업체 자금 조달 어려움 비율,-,2024,Y,hcx,현재값,40.7,-,-,N,%,비중,-,전년,"작년 한국산업단지공단이 경남 창원 산단을 중심으로 실시한 조사에 따르면, 이곳 중소제조업체의 40.7%는 ""자금 조달이 어렵다""고 대답했다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,중소제조업체 자금 조달 어려움 비율,,2024,Y,%,%,rate,rate_level,organization,,Y,,
A0020-C032,A0020-C032-m2,A0020,채용·인력배치 로봇 혁명… “관리·설계직 더 뽑고 야근도 확 줄어”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/A7CI5RF3WNDZ3IYINXCYLMBVS4,"대기업이 신기술을 도입한 경우는 24.5%, 중소기업(50인 이상 300인 미만)의 신기술 도입률은 12.1% 정도였다.","작년 중기중앙회와 통계청에 따르면, 로봇 및 인공지능(AI) 등 신기술 도입률은 대기업과 중소기업 간 두 배 이상 차이가 났다.",대기업과 중소기업의 신기술 도입률 격차도 아직 크다.,국내공식통계,N,고용,신기술 도입률,"로봇, 인공지능, 신기술 도입률, 대기업, 중소기업",-,-,-,중소기업,-,-,-,2024,-,Y,확정,12.1%,KOSIS_VALUE,hcx,신기술 도입률,중소기업,2024,Y,hcx,현재값,12.1,-,-,N,%,비중,-,전년,"대기업이 신기술을 도입한 경우는 24.5%, 중소기업(50인 이상 300인 미만)의 신기술 도입률은 12.1% 정도였다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,신기술 도입률,,2024,Y,%,%,rate,level,item,,Y,,
A0023-C006,A0023-C006-m2,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,이런 가운데 정부는 소비자 물가 상승률도 한국은행의 물가 안정 목표치(2%)보다 낮은 1.8%로 내다봤다.,정부의 올해 성장률 전망치는 2~2.1%로 추정되는 잠재 성장률(생산 자원을 모두 투입했을 때 물가 상승 없이 최대한 달성할 수 있는 성장률)보다 낮다.,"작년 7월초만 해도 정부는 수출이 살아나면서 내수가 회복될 것으로 기대하고 새해 성장률을 2.2%로 봤었는데, 내수 부진이 장기화하고 비상 계엄과 줄탄핵 등 정치 불확실성이 커지자 6개월 만에 전망치를 0.4%포인트 낮췄다.",국내공식통계,Y,물가,소비자 물가 상승률,"경제성장률, 물가 상승률, 한국은행, 물가 안정 목표치",-,-,-,,-,-,-,2025,-,Y,확정,1.8%,KOSIS_VALUE,hcx,소비자 물가 상승률,-,2025,Y,hcx,현재값,1.8,-,-,N,%,증감률,증가,전년,이런 가운데 정부는 소비자 물가 상승률도 한국은행의 물가 안정 목표치(2%)보다 낮은 1.8%로 내다봤다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,소비자 물가 상승률,,2025,Y,%,%,rate,rate_change,unspecified,2024,Y,,
A0023-C013,A0023-C013-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,기재부는 우리나라 주력 수출 품목인 메모리반도체의 매출 성장세가 올해 13.4%로 작년(81%)의 16.5% 수준으로 쪼그라들 것이라는 세계반도체무역통계기구(WSTS)의 최근 전망을 인용하기도 했다.,"안덕근 산업통상자원부 장관은 지난달 30일 SK하이닉스 청주캠퍼스에서 열린 반도체 관련 기업 간담회에서 “국내 정치 상황과 미국 트럼프 신정부 출범, 중국의 매서운 추격 등 시장을 둘러싼 불확실성이 크다”고 했었다.",정부가 이날 발표한 새해 수출 증가율 전망치는 6개월 전 전망(6%)과 비교해도 4분의 1 수준이다.,국내공식통계,N,무역,메모리반도체 매출 성장세,"경제성장률, 수출 증가율, 반도체, 메모리반도체, 세계반도체무역통계기구",-,-,-,반도체,-,-,-,2025,-,Y,확정,13.4%,KOSIS_VALUE,hcx,메모리반도체 매출 성장세,반도체,2025,Y,hcx,현재값,13.4,-,-,N,%,수준값,-,전년,"""기재부는 우리나라 주력 수출 품목인 메모리반도체의 매출 성장세가 올해 13.4%로 작년(81%)의 16.5% 수준으로 쪼그라들 것이라는 세계반도체무역통계기구(WSTS)의 최근 전망을 인용하기도 했다.""",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,메모리반도체 매출 성장세,반도체,2025,Y,%,%,rate,level,item,,Y,,
A0023-C013,A0023-C013-m2,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,기재부는 우리나라 주력 수출 품목인 메모리반도체의 매출 성장세가 올해 13.4%로 작년(81%)의 16.5% 수준으로 쪼그라들 것이라는 세계반도체무역통계기구(WSTS)의 최근 전망을 인용하기도 했다.,"안덕근 산업통상자원부 장관은 지난달 30일 SK하이닉스 청주캠퍼스에서 열린 반도체 관련 기업 간담회에서 “국내 정치 상황과 미국 트럼프 신정부 출범, 중국의 매서운 추격 등 시장을 둘러싼 불확실성이 크다”고 했었다.",정부가 이날 발표한 새해 수출 증가율 전망치는 6개월 전 전망(6%)과 비교해도 4분의 1 수준이다.,국내공식통계,N,무역,메모리반도체 매출 성장세,"경제성장률, 수출 증가율, 반도체, 메모리반도체, 세계반도체무역통계기구",-,-,-,반도체,-,-,-,2024,-,Y,확정,81%,KOSIS_VALUE,hcx,메모리반도체 매출 성장세,반도체,2024,Y,hcx,이전값,81,-,-,N,%,수준값,-,전년,"""기재부는 우리나라 주력 수출 품목인 메모리반도체의 매출 성장세가 올해 13.4%로 작년(81%)의 16.5% 수준으로 쪼그라들 것이라는 세계반도체무역통계기구(WSTS)의 최근 전망을 인용하기도 했다.""",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,메모리반도체 매출 성장세,반도체,2025,Y,%,%,rate,level,item,,Y,,
A0023-C013,A0023-C013-m3,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,기재부는 우리나라 주력 수출 품목인 메모리반도체의 매출 성장세가 올해 13.4%로 작년(81%)의 16.5% 수준으로 쪼그라들 것이라는 세계반도체무역통계기구(WSTS)의 최근 전망을 인용하기도 했다.,"안덕근 산업통상자원부 장관은 지난달 30일 SK하이닉스 청주캠퍼스에서 열린 반도체 관련 기업 간담회에서 “국내 정치 상황과 미국 트럼프 신정부 출범, 중국의 매서운 추격 등 시장을 둘러싼 불확실성이 크다”고 했었다.",정부가 이날 발표한 새해 수출 증가율 전망치는 6개월 전 전망(6%)과 비교해도 4분의 1 수준이다.,국내공식통계,N,무역,메모리반도체 매출 성장세,"경제성장률, 수출 증가율, 반도체, 메모리반도체, 세계반도체무역통계기구",-,-,-,반도체,-,-,-,2025,-,Y,확정,16.5%,KOSIS_VALUE,hcx,메모리반도체 매출 성장세,반도체,2025,Y,hcx,증감률,16.5,-,-,N,%,증감률,-,전년,"""기재부는 우리나라 주력 수출 품목인 메모리반도체의 매출 성장세가 올해 13.4%로 작년(81%)의 16.5% 수준으로 쪼그라들 것이라는 세계반도체무역통계기구(WSTS)의 최근 전망을 인용하기도 했다.""",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,메모리반도체 매출 성장세,반도체,2025,Y,%,%,rate,rate_change,item,2024,Y,,
A0023-C022,A0023-C022-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"지난달 30일 발표된 통계청의 ‘11월 산업활동동향’에 따르면, 생산은 작년 9월(-0.4%)·10월(-0.2%)·11월(-0.4%) 등 3개월 연속으로 전월 대비 감소했다.",최근 한달새 나온 각종 경기 지표가 부진한 모습을 보인 점도 정부의 보수적인 경기 전망에 한몫했다.,이창용 한국은행 총재도 같은 달 17일 국회 기획재정위원회 현안질의에서 “현재 통과된 예산안은 경제(성장률)에 마이너스(-) 0.06%포인트정도 영향이 있다”고 말했었다.,국내공식통계,Y,생산·산업,산업활동지수,"산업활동동향, 생산, 전월대비, 감소",-,-,-,,-,-,-,2024Q3,-,Q,확정,0.4%,KOSIS_VALUE,hcx,산업활동지수,-,2024Q3,Q,hcx,증감률,0.4,-,-,N,%,증감률,감소,전분기,"지난달 30일 발표된 통계청의 ‘11월 산업활동동향’에 따르면, 생산은 작년 9월(-0.4%)·10월(-0.2%)·11월(-0.4%) 등 3개월 연속으로 전월 대비 감소했다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,산업활동지수,,2024Q4,Q,%,%,rate,rate_change,unspecified,,Y,,
A0023-C022,A0023-C022-m2,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"지난달 30일 발표된 통계청의 ‘11월 산업활동동향’에 따르면, 생산은 작년 9월(-0.4%)·10월(-0.2%)·11월(-0.4%) 등 3개월 연속으로 전월 대비 감소했다.",최근 한달새 나온 각종 경기 지표가 부진한 모습을 보인 점도 정부의 보수적인 경기 전망에 한몫했다.,이창용 한국은행 총재도 같은 달 17일 국회 기획재정위원회 현안질의에서 “현재 통과된 예산안은 경제(성장률)에 마이너스(-) 0.06%포인트정도 영향이 있다”고 말했었다.,국내공식통계,Y,생산·산업,산업활동지수,"산업활동동향, 생산, 전월대비, 감소",-,-,-,,-,-,-,2024Q4,-,Q,확정,0.2%,KOSIS_VALUE,hcx,산업활동지수,-,2024Q4,Q,hcx,증감률,0.2,-,-,N,%,증감률,감소,전분기,"지난달 30일 발표된 통계청의 ‘11월 산업활동동향’에 따르면, 생산은 작년 9월(-0.4%)·10월(-0.2%)·11월(-0.4%) 등 3개월 연속으로 전월 대비 감소했다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,산업활동지수,,2024Q4,Q,%,%,rate,rate_change,unspecified,,Y,,
A0023-C023,A0023-C023-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,설비투자도 작년 10월(-5.9%)·11월(-1.6%) 등 2달 연속 감소했다.,"지난달 30일 발표된 통계청의 ‘11월 산업활동동향’에 따르면, 생산은 작년 9월(-0.4%)·10월(-0.2%)·11월(-0.4%) 등 3개월 연속으로 전월 대비 감소했다.",최근 한달새 나온 각종 경기 지표가 부진한 모습을 보인 점도 정부의 보수적인 경기 전망에 한몫했다.,국내공식통계,Y,생산·산업,설비투자 증감률,"경제성장률, 산업활동동향, 설비투자",-,-,-,,-,-,-,202410,-,M,확정,5.9%,KOSIS_VALUE,hcx,설비투자 증감률,-,202410,M,hcx,증감률,5.9,-,-,N,%,증감률,감소,전월,설비투자도 작년 10월(-5.9%)·11월(-1.6%) 등 2달 연속 감소했다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,설비투자 증감률,,202410,M,%,%,rate,rate_change,unspecified,202409,Y,,
A0023-C023,A0023-C023-m2,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,설비투자도 작년 10월(-5.9%)·11월(-1.6%) 등 2달 연속 감소했다.,"지난달 30일 발표된 통계청의 ‘11월 산업활동동향’에 따르면, 생산은 작년 9월(-0.4%)·10월(-0.2%)·11월(-0.4%) 등 3개월 연속으로 전월 대비 감소했다.",최근 한달새 나온 각종 경기 지표가 부진한 모습을 보인 점도 정부의 보수적인 경기 전망에 한몫했다.,국내공식통계,Y,생산·산업,설비투자 증감률,"경제성장률, 산업활동동향, 설비투자",-,-,-,,-,-,-,202411,-,M,확정,1.6%,KOSIS_VALUE,hcx,설비투자 증감률,-,202411,M,hcx,증감률,1.6,-,-,N,%,증감률,감소,전월,설비투자도 작년 10월(-5.9%)·11월(-1.6%) 등 2달 연속 감소했다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,설비투자 증감률,,202410,M,%,%,rate,rate_change,unspecified,202410,Y,,
A0023-C024,A0023-C024-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,특히 건축·토목 공사 실적을 뜻하는 건설기성은 작년 11월 0.2% 감소해 5월(-4.6%)부터 7개월 연속 마이너스 행진을 이어갔다.,설비투자도 작년 10월(-5.9%)·11월(-1.6%) 등 2달 연속 감소했다.,"지난달 30일 발표된 통계청의 ‘11월 산업활동동향’에 따르면, 생산은 작년 9월(-0.4%)·10월(-0.2%)·11월(-0.4%) 등 3개월 연속으로 전월 대비 감소했다.",국내공식통계,Y,생산·산업,건설기성,"건축·토목 공사 실적, 산업활동동향",-,-,-,,-,-,-,2024Q4,-,Q,확정,0.2%,KOSIS_VALUE,hcx,건설기성,-,2024Q4,Q,hcx,증감률,0.2,-,-,N,%,증감률,감소,전년동기,특히 건축·토목 공사 실적을 뜻하는 건설기성은 작년 11월 0.2% 감소해 5월(-4.6%)부터 7개월 연속 마이너스 행진을 이어갔다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,건설기성 증감률,,2024Q4,Q,%,%,rate,rate_change,unspecified,2023,Y,,
A0023-C024,A0023-C024-m2,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,특히 건축·토목 공사 실적을 뜻하는 건설기성은 작년 11월 0.2% 감소해 5월(-4.6%)부터 7개월 연속 마이너스 행진을 이어갔다.,설비투자도 작년 10월(-5.9%)·11월(-1.6%) 등 2달 연속 감소했다.,"지난달 30일 발표된 통계청의 ‘11월 산업활동동향’에 따르면, 생산은 작년 9월(-0.4%)·10월(-0.2%)·11월(-0.4%) 등 3개월 연속으로 전월 대비 감소했다.",국내공식통계,Y,생산·산업,건설기성,"건축·토목 공사 실적, 산업활동동향",-,-,-,,-,-,-,2024Q4,-,Q,확정,4.6%,KOSIS_VALUE,hcx,건설기성,-,2024Q4,Q,hcx,증감률,4.6,-,-,N,%,증감률,감소,전년동기,특히 건축·토목 공사 실적을 뜻하는 건설기성은 작년 11월 0.2% 감소해 5월(-4.6%)부터 7개월 연속 마이너스 행진을 이어갔다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,건설기성 증감률,,2024Q4,Q,%,%,rate,rate_change,unspecified,2023,Y,,
A0023-C025,A0023-C025-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,소비 지표인 소매판매는 9월(-0.3%)과 10월(-0.8%) 2달 연속 감소하다가 11월 0.4% 증가세로 돌아섰다.,특히 건축·토목 공사 실적을 뜻하는 건설기성은 작년 11월 0.2% 감소해 5월(-4.6%)부터 7개월 연속 마이너스 행진을 이어갔다.,설비투자도 작년 10월(-5.9%)·11월(-1.6%) 등 2달 연속 감소했다.,국내공식통계,Y,소매·소비,소매판매,"경제성장률, 설비투자, 건설기성, 소매판매",-,-,-,,-,-,-,2024Q3,-,Q,확정,0.3%,KOSIS_VALUE,hcx,소매판매,-,2024Q3,Q,hcx,증감률,0.3,-,-,N,%,증감률,감소,전분기,소매판매는 9월(-0.3%)과 10월(-0.8%) 2달 연속 감소하다가 11월 0.4% 증가세로 돌아섰다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,소매판매 증감률,,2024Q3,Q,%,%,rate,rate_change,unspecified,,Y,,
A0023-C025,A0023-C025-m2,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,소비 지표인 소매판매는 9월(-0.3%)과 10월(-0.8%) 2달 연속 감소하다가 11월 0.4% 증가세로 돌아섰다.,특히 건축·토목 공사 실적을 뜻하는 건설기성은 작년 11월 0.2% 감소해 5월(-4.6%)부터 7개월 연속 마이너스 행진을 이어갔다.,설비투자도 작년 10월(-5.9%)·11월(-1.6%) 등 2달 연속 감소했다.,국내공식통계,Y,소매·소비,소매판매,"경제성장률, 설비투자, 건설기성, 소매판매",-,-,-,,-,-,-,2024Q4,-,Q,확정,0.8%,KOSIS_VALUE,hcx,소매판매,-,2024Q4,Q,hcx,증감률,0.8,-,-,N,%,증감률,감소,전분기,소매판매는 9월(-0.3%)과 10월(-0.8%) 2달 연속 감소하다가 11월 0.4% 증가세로 돌아섰다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,소매판매 증감률,,2024Q3,Q,%,%,rate,rate_change,unspecified,,Y,,
A0023-C025,A0023-C025-m3,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,소비 지표인 소매판매는 9월(-0.3%)과 10월(-0.8%) 2달 연속 감소하다가 11월 0.4% 증가세로 돌아섰다.,특히 건축·토목 공사 실적을 뜻하는 건설기성은 작년 11월 0.2% 감소해 5월(-4.6%)부터 7개월 연속 마이너스 행진을 이어갔다.,설비투자도 작년 10월(-5.9%)·11월(-1.6%) 등 2달 연속 감소했다.,국내공식통계,Y,소매·소비,소매판매,"경제성장률, 설비투자, 건설기성, 소매판매",-,-,-,,-,-,-,2024Q4,-,Q,확정,0.4%,KOSIS_VALUE,hcx,소매판매,-,2024Q4,Q,hcx,증감률,0.4,-,-,N,%,증감률,증가,전분기,소매판매는 9월(-0.3%)과 10월(-0.8%) 2달 연속 감소하다가 11월 0.4% 증가세로 돌아섰다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,소매판매 증감률,,2024Q3,Q,%,%,rate,rate_change,unspecified,,Y,,
