gold_id,claim_id,article_id,title,date,url,claim_text,claim_type,claim_value,claim_unit,gold_label,gold_label_tier,gold_verifiable,gold_ready,human_reviewed,gold_org_id,gold_tbl_id,gold_tbl_name,gold_obj_l1,gold_obj_l2,gold_itm_id,gold_item_name,gold_category_name,gold_prd_se,gold_period,gold_previous_period,gold_source_value,gold_previous_source_value,gold_source_unit,gold_actual_value,gold_derivation_method,gold_coordinate_status,gold_label_source,gold_evidence_url,gold_evidence_batch,gold_retrieved_at
MCPG-080,C02813,360,"시진핑, 새해 ‘경제 자신감’ 강조했지만…현실은 과제 산적",2025-01-28,https://www.chosun.com/economy/int_economy/2025/01/28/UA46WL6DXVBMHHVW3JXY5I5CVU,"2023년 초부터 2024년 9월까지 미 달러 기준으로 중국의 수출가격지수는 15% 하락한 반면, 같은 기간 다른 주요 신흥 시장의 수출가격지수는 3% 이내에 그쳤다.",CHANGE_RATE,3.0,"['년', '년', '월', '%', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.CN,N/A,13103103829T1,수출액,중국,M,202409,202408,11626573.0,11340799.0,천달러,2.5198753632790774,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.627Z
MCPG-081,C02873,366,"중국發 ‘카마겟돈’ 생존경쟁…문 닫고, 손잡고, 합치고, 高관세",2025-01-29,https://www.chosun.com/economy/auto/2025/01/29/4KUU2IM55ZB5PFF33ADIGU7KME,"中, 美·유럽 규제에 직진출과 시장 다변화 유럽연합(EU) 집행위원회는 2024년 10월 중국산 전기차에 17.8~45.3%의 반덤핑 관세를 부과한다고 밝혔다.",LEVEL,45.3,"['년', '월', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.CN,N/A,13103103829T1,수출액,중국,M,202410,N/A,12172811.0,N/A,천달러,12172811.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.627Z
MCPG-082,C02874,366,"중국發 ‘카마겟돈’ 생존경쟁…문 닫고, 손잡고, 합치고, 高관세",2025-01-29,https://www.chosun.com/economy/auto/2025/01/29/4KUU2IM55ZB5PFF33ADIGU7KME,미국도 2024년 9월 중국산 전기차에 102.5%(최혜국 관세 2.5%에 100% 추가)의 관세를 매기기 시작했다.,LEVEL,100.0,"['년', '월', '%', '%', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.US,N/A,13103103829T1,수출액,미국,M,202409,N/A,10411877.0,N/A,천달러,10411877.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.627Z
MCPG-083,C02931,372,中 저가 공세 몸살… 급증하는 무역조사,2025-01-29,https://www.chosun.com/economy/industry-company/2025/01/29/CM2GRQXEAZCLRCTGVEVFGUDERE,반덤핑 조사를 담당하는 무역위는 국내 철강 기업 DKC가 지난해 6월 신청한 ‘중국산 스테인리스스틸 후판’에 대해 최근 예비조사를 마치고 기획재정부에 잠정 덤핑방지 관세 21.62% 부과를 건의했다.,LEVEL,21.62,"['월', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.CN,N/A,13103103829T1,수출액,중국,M,202406,N/A,10706131.0,N/A,천달러,10706131.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.627Z
MCPG-084,C02932,372,中 저가 공세 몸살… 급증하는 무역조사,2025-01-29,https://www.chosun.com/economy/industry-company/2025/01/29/CM2GRQXEAZCLRCTGVEVFGUDERE,코오롱인더스트리가 지난해 5월 신청한 ‘중국‧대만산 석유수지’에 대해서도 잠정 덤핑방지 관세 4.45~18.52% 부과를 기재부에 요청했다.,LEVEL,18.52,"['월', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.CN,N/A,13103103829T1,수출액,중국,M,202405,N/A,11378217.0,N/A,천달러,11378217.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.628Z
MCPG-085,C03105,392,"전기차 겨울 주행거리 ‘최강자는 나야, 나’",2025-01-31,https://www.chosun.com/economy/auto/2025/01/31/H5FWFVF6JJDEJIOVAHFJTXQFDY,지난해 테슬라가 처음 수입차 3위로 처음 오르는 데 주효했던 중국산 ‘모델 Y(후륜구동)’는 상온 대비 저온 주행거리 비율이 77.8%에 그쳤다.,LEVEL,77.8,['%'],REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.CN,N/A,13103103829T2,수입액,중국,Y,2024,N/A,139878481.0,N/A,천달러,139878481.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.628Z
MCPG-086,C04418,559,"트럼프, 세상에 없던 ‘반도체 관세’ 꺼냈다",2025-02-12,https://www.chosun.com/economy/industry-company/2025/02/12/25AH2GBFAZEKVGNXQ7ZPACNOJU,"우리나라는 2018년 미국과 협상 끝에 연 263만t으로 수출 물량을 제한하는 대신 관세를 물지 않는 무관세 쿼터를 받기로 합의했지만, 이번 포고령에 따라 앞으로 모든 수출 물량에 대해 25% 관세를 물게 됐다.",LEVEL,25.0,"['년', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.US,N/A,13103103829T1,수출액,미국,Y,2018,N/A,72719932.0,N/A,천달러,72719932.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,61-120,2026-08-05T08:35:53.790Z
MCPG-087,C05034,641,현대차 年100만대 ‘美 관세 폭격’ 땐... 영업익 35% 줄어,2025-02-19,https://www.chosun.com/economy/auto/2025/02/19/JED6ZDX5LFHF5N4F3IGNW6UE7U,"특히 미국이 차를 주로 수입하는 주요 5국 중 멕시코와 캐나다는 이미 모든 품목에 대한 25% 관세가 예고됐고, 일본의 혼다·도요타 등은 1980년대부터 미국에서 공장을 가동하면서 현지 생산 비율이 높아진 상황에서 현대차·기아가 유럽연합(EU) 소속인 독일 자동차 회사들과 함께 표적이 될 것이란 우려가 나온다.",LEVEL,25.0,"['%', '년']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.US,N/A,13103103829T2,수입액,미국,Y,1980,N/A,4890248.0,N/A,천달러,4890248.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,61-120,2026-08-05T08:35:53.790Z
MCPG-088,C05272,672,EU·베트남도 “中 철강 덤핑 조사”… 세계가 ‘무역 성벽’ 쌓기 시작,2025-02-21,https://www.chosun.com/economy/economy_general/2025/02/21/OIRKXJ62Q5GV5L4DXPPFZHQI4Q,"브라질은 자국 철강 업체가 종업원을 해고하는 지경에 이르자 중국에 대한 관세율을 최대 14.4%로 높인 데 이어, 지난해 6월부턴 쿼터를 초과하는 수입 물량에 25% 관세를 매기기 시작했다.",LEVEL,25.0,"['%', '월', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.CN,N/A,13103103829T2,수입액,중국,M,202406,N/A,10941026.0,N/A,천달러,10941026.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,61-120,2026-08-05T08:35:53.791Z
MCPG-089,C06483,815,K2 전차·천무… 中企가 만든 ‘방탄 세라믹’ 두르고 수출,2025-03-04,https://www.chosun.com/economy/economy_general/2025/03/04/FHVQH7KULRBFVPG4F2L53S3ALQ,1980년대 후반부터 기술 이전을 통해 미국 기업이 설계하고 국내에서 생산한 K1 전차도 방탄 장갑은 100% 수입했다.,LEVEL,100.0,"['년', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.US,N/A,13103103829T1,수출액,미국,Y,1980,N/A,4606625.0,N/A,천달러,4606625.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,61-120,2026-08-05T08:35:53.791Z
MCPG-090,C06701,844,"“美 관세 조치 피하려 중국산→한국산 둔갑” 관세청, 대대적 단속",2025-03-06,https://www.chosun.com/economy/economy_general/2025/03/06/ZR7GEJJC4JBDZFXJL7PERUNYRU,"미국은 중국산 수입품에 지난달 10%의 관세를 추가로 부과한 데 이어 이달 들어 10%를 더 붙였고, 중국도 보복관세로 미국산 농산물에 10~15% 관세를 부과하기로 했다.",LEVEL,15.0,"['%', '%', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.US,N/A,13103103829T2,수입액,미국,M,202502,N/A,5739598.0,N/A,천달러,5739598.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,61-120,2026-08-05T08:35:53.791Z
MCPG-091,C08292,1069,"中, 전기차·배터리 美 수출 통제 검토",2025-03-24,https://www.chosun.com/economy/auto/2025/03/24/PG3R3OJBSRCERGS2UTBS72D4LE,"도널드 트럼프 대통령은 지난달 펜타닐 문제를 이유로 모든 중국산 수입품에 10% 관세를 추가 부과하기 시작했고, 지난 4일엔 추가 관세율을 20%로 높였다.",LEVEL,20.0,"['%', '일', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.CN,N/A,13103103829T1,수출액,중국,M,202502,N/A,9505605.0,N/A,천달러,9505605.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,61-120,2026-08-05T08:35:53.791Z
MCPG-092,C08407,1089,요소 비축 54일분→70일분 확대...핵심 광물 재자원화 R&D 세제 지원도,2025-03-25,https://www.chosun.com/economy/economy_general/2025/03/25/6I5OOM6D35AC5F5ZEM6KUYTROY,"요소를 가공해 만든 요소수는 배기가스 배출 저감장치를 부착한 화물차에 필수적인데, 지난 2011년 국내 생산이 중단된 이후 요소 수입은 100% 중국에 의존하는 실정이었다.",LEVEL,100.0,"['년', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.CN,N/A,13103103829T2,수입액,중국,Y,2011,N/A,86432238.0,N/A,천달러,86432238.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,61-120,2026-08-05T08:35:53.791Z
MCPG-093,C08644,1120,"대미 수출의 27%, 車가 흔들린다… GM의 한국 공장 최대 타격",2025-03-28,https://www.chosun.com/economy/auto/2025/03/28/7PKR6UAHUZCMZOYVHUBNJ76PNU,"한국GM은 2018년 군산 공장이 문을 닫는 부침 속에 대미(對美) 수출 기지로 탈바꿈하며 살아나는가 싶었지만, 트럼프 2기 출범과 함께 25% 관세 부과가 눈앞에 다가오자 존립까지 위태로워졌다.",LEVEL,25.0,"['년', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.00,N/A,13103103829T1,수출액,계,Y,2018,N/A,604859657.0,N/A,천달러,604859657.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,61-120,2026-08-05T08:35:53.791Z
MCPG-094,C09181,1186,"완성차 5사 3월 판매 내수 늘고, 수출 줄어",2025-04-02,https://www.chosun.com/economy/auto/2025/04/02/WGSJKEACLREGNPQWEDWLXBGH2Y,"한편, 현대차는 지난달 수출이 작년 동기 대비 2.6% 줄었고, 수출 물량의 90% 안팎이 미국으로 향하는 GM 한국사업장도 같은 기간 수출이 19.3% 급감했다.",CHANGE_RATE,19.3,"['%', '%', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.US,N/A,13103103829T1,수출액,미국,M,202403,202303,10880793.0,9775068.0,천달러,11.311686015892677,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,61-120,2026-08-05T08:35:53.791Z
MCPG-095,C09723,1255,‘관세 전쟁’ 반영 안 했는데도… 올 한국 성장률 1.4%로 내려,2025-04-07,https://www.chosun.com/economy/economy_general/2025/04/07/VVA56JEZHRGWBM24Z4F4FHUU5E,미국의 관세 정책이 본격적으로 발표되기 전인 3월 말 해외 IB들은 이미 우리나라가 올해 1.4% 성장에 그칠 것으로 본 것이다.,CHANGE_RATE,1.4,"['월', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.US,N/A,13103103829T1,수출액,미국,M,202503,202502,11109476.0,9889640.0,천달러,12.33448335834267,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,61-120,2026-08-05T08:35:53.791Z
MCPG-096,C10741,1388,1분기 미국산 농·축·수산물 수입 17년 만에 최대,2025-04-17,https://www.chosun.com/economy/economy_general/2025/04/17/INS4VBCL4ZDZNLKDGVKLX6T2WY,1 올해 1분기(1~3월) 미국산 농·축·수산물 수입량이 전년보다 60% 넘게 늘며 17년 만에 최대를 기록했다.,LEVEL,60.0,"['분', '월', '%', '년']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.US,N/A,13103103829T2,수입액,미국,M,202403,N/A,5975811.0,N/A,천달러,5975811.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,61-120,2026-08-05T08:35:53.791Z
MCPG-097,C11270,1455,트럼프 관세 폭탄에 대미 수출 -14.3%,2025-04-22,https://www.chosun.com/economy/industry-company/2025/04/22/NR2ZC5HTINERVEL3IZIBUC74TA,4월 대미 수출이 이 같은 추세로 마감된다면 코로나 시기였던 2020년 5월(-29.4%) 이후 월간 기준 10% 이상 처음 줄어들게 된다.,LEVEL,10.0,"['월', '년', '월', '%', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.00,N/A,13103103829T1,수출액,계,M,202005,N/A,34854511.0,N/A,천달러,34854511.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,61-120,2026-08-05T08:35:53.791Z
MCPG-098,C12366,1615,"車 부품 업계, 관세로 영업이익 1조5000억 급감할 듯",2025-05-05,https://www.chosun.com/economy/auto/2025/05/05/F42BIZ3NLVFEPAPIC45E2V5YVA,"지난달 3일부터 외국산 자동차에 25% 관세 부과로 국내에서 생산한 자동차의 미국 수출에 차질이 빚어지는 가운데, 작년 기준 대미 수출액이 11조5000억원에 달하는 자동차 부품까지 막히는 이중고가 우려된다.",LEVEL,5000.0,"['일', '%', '억원']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.US,N/A,13103103829T1,수출액,미국,M,202404,N/A,11400587.0,N/A,천달러,11400587.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,61-120,2026-08-05T08:35:53.791Z
MCPG-099,C12553,1640,"美ㆍ中 첫 대화 소식, 中 금리 인하에...환율 널뛰기",2025-05-07,https://www.chosun.com/economy/economy_general/2025/05/07/4V4C6GOTR5FZPLY5QYERY47PWE,지난달 트럼프 행정부가 중국산 수입품에 145%의 관세를 부과하고 이에 맞서 중국이 미국산 제품에 최대 125%의 보복 관세를 매긴 뒤 양국 간 고위급 인사가 갖는 첫 회담이다.,LEVEL,125.0,"['%', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.US,N/A,13103103829T2,수입액,미국,M,202504,N/A,6139710.0,N/A,천달러,6139710.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,61-120,2026-08-05T08:35:53.791Z
MCPG-100,C12735,1666,"포드, 최대 280만원 올려… 미국 車가격 인상 현실화",2025-05-09,https://www.chosun.com/economy/auto/2025/05/09/32LFRMSA5VGCLGL2CQSS5PANBU,"포드는 지난달 3일부터 시행된 미국의 25% 자동차 관세로 인해 15억달러(약 2조원)의 비용이 올해 발생할 것으로 봤는데, 소비자 판매가를 인상해 손실을 만회하려는 것으로 보인다.",LEVEL,15.0,"['일', '%', '조원']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.US,N/A,13103103829T1,수출액,미국,M,202504,N/A,10605998.0,N/A,천달러,106.05998,MCP current value × source unit scale (1e-05),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,61-120,2026-08-05T08:35:53.791Z
MCPG-101,C14120,1862,"브라질산 닭고기 수입… 정부, 제한적으로 허용",2025-05-24,https://www.chosun.com/economy/economy_general/2025/05/24/353PN2X7JJGLDBKHMNL7I7Y23M,"지난해 우리나라가 수입한 브라질산 닭고기는 15만8000톤으로, 전체 닭고기 수입량(18만3600t)의 86.1%, 국내 닭고기 소비량(79만1000t)의 20%를 차지했다.",LEVEL,20.0,"['톤', '%', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.00,N/A,13103103829T2,수입액,계,Y,2024,N/A,631767209.0,N/A,천달러,631767209.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,61-120,2026-08-05T08:35:53.791Z
MCPG-102,C02339,314,"日, 기준금리 0.5%로 인상… 16년 3개월 만에 최고",2025-01-25,https://www.chosun.com/economy/economy_general/2025/01/25/6UTAX7KE45F5NMJZXPIPDTVNVQ,작년 12월 소비자물가 상승률은 3%로 일본은행이 설정한 인플레이션 목표치(2%)를 훌쩍 뛰어넘었다.,CHANGE_RATE,2.0,"['월', '%', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,101,DT_1J22042,월별 소비자물가 등락률,0,N/A,T03,전년동월비(%),총지수,M,202412,202411,1.9,1.5,%,26.66666666666666,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1J22042&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,81-100,2026-08-05T08:39:55.301Z
MCPG-103,C03662,463,"석유·채소값 뛰니...1월 물가 2.2% 상승, 5개월 만에 2%대 복귀",2025-02-05,https://www.chosun.com/economy/economy_general/2025/02/05/V2MN7UBTEZBJPG7WGGILZRXH6Y,0 지난달 소비자물가가 전년 동월 대비 2.2% 오른 것으로 나타났다.,LEVEL,2.2,['%'],REFUTES,FULL_KOSIS_MCP,Y,Y,N,101,DT_1J22042,월별 소비자물가 등락률,0,N/A,T03,전년동월비(%),총지수,M,202401,N/A,2.8,N/A,%,2.8,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1J22042&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,81-100,2026-08-05T08:39:55.301Z
MCPG-104,C03663,463,"석유·채소값 뛰니...1월 물가 2.2% 상승, 5개월 만에 2%대 복귀",2025-02-05,https://www.chosun.com/economy/economy_general/2025/02/05/V2MN7UBTEZBJPG7WGGILZRXH6Y,지난해 9월(1.6%) 이후 5개월 만에 물가상승률이 2%대로 올라섰다.,CHANGE_RATE,2.0,"['월', '%', '개', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,101,DT_1J22042,월별 소비자물가 등락률,0,N/A,T03,전년동월비(%),총지수,M,202409,202408,1.6,2.0,%,-19.999999999999996,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1J22042&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,81-100,2026-08-05T08:39:55.301Z
MCPG-105,C03672,463,"석유·채소값 뛰니...1월 물가 2.2% 상승, 5개월 만에 2%대 복귀",2025-02-05,https://www.chosun.com/economy/economy_general/2025/02/05/V2MN7UBTEZBJPG7WGGILZRXH6Y,"기조적인 물가 흐름을 나타내는 근원물가지수(식료품 및 에너지 제외 지수)는 전년 동월 대비 1.9% 오르며, 4개월째 1%대를 유지했다.",LEVEL,1.0,"['%', '개', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,101,DT_1J22042,월별 소비자물가 등락률,4,N/A,T03,전년동월비(%),식료품및에너지제외지수,M,202412,N/A,1.8,N/A,%,1.8,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1J22042&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,81-100,2026-08-05T08:39:55.301Z
